Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance,Outliers
Train,Pedestrian Total,Standard,Pandas,0.3,153145.572,252.2147357,0.996226265,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}","[0.1296596631849054 0.1047579622738248 0.08444195813072092
 0.037956450781168945 0.016129448014473108 0.025441412080595544
 0.008700847339766202 0.018732738033880002 0.0022852350529967472
 0.011511801726488179 0.00864522778142432 0.008674563903956574
 0.009721037799740071 0.013449491650746952 0.02512581561314836
 0.030569295254085502 0.4102446435545369 0.0009671104367280312
 0.000917501229922602 0.004268147696057692 0.0035734845372421427
 0.004146039320644516 0.030907232326715054 0.001154495284174922
 0.008018396992056587]",Not Removed
Test,Pedestrian Total,Standard,Pandas,0.3,1412377.979,914.1304839,0.883358041,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}","[0.1296596631849054 0.1047579622738248 0.08444195813072092
 0.037956450781168945 0.016129448014473108 0.025441412080595544
 0.008700847339766202 0.018732738033880002 0.0022852350529967472
 0.011511801726488179 0.00864522778142432 0.008674563903956574
 0.009721037799740071 0.013449491650746952 0.02512581561314836
 0.030569295254085502 0.4102446435545369 0.0009671104367280312
 0.000917501229922602 0.004268147696057692 0.0035734845372421427
 0.004146039320644516 0.030907232326715054 0.001154495284174922
 0.008018396992056587]",Not Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,3981811.099,1542.990884,0.773866237,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,KNN,0.1,2467.683921,32.9179575,0.999930949,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.10565884909405596 0.1460208795685957 0.12868834998211398
 0.03329782636882323 0.01246500102479905 0.023911918298476487
 0.005934474395341244 0.012887205829687628 0.0016333582976381733
 0.008956863570428521 0.0067638510747837005 0.006515391586457823
 0.009347249280633067 0.010558493671716228 0.024609339129664547
 0.021315424963451308 0.39538366565816874 0.0007908163088466289
 0.0007569764215758037 0.0031214713809598837 0.0038555623762654002
 0.0025295065561628865 0.03060326439712032 0.0009196902987086824
 0.0034745704655250002]",Not Removed
Test,Pedestrian Total,Standard,KNN,0.1,436761.3869,482.741681,0.964174649,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.10565884909405596 0.1460208795685957 0.12868834998211398
 0.03329782636882323 0.01246500102479905 0.023911918298476487
 0.005934474395341244 0.012887205829687628 0.0016333582976381733
 0.008956863570428521 0.0067638510747837005 0.006515391586457823
 0.009347249280633067 0.010558493671716228 0.024609339129664547
 0.021315424963451308 0.39538366565816874 0.0007908163088466289
 0.0007569764215758037 0.0031214713809598837 0.0038555623762654002
 0.0025295065561628865 0.03060326439712032 0.0009196902987086824
 0.0034745704655250002]",Not Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,2699470.493,1147.652388,0.846692521,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,Pandas,0.1,178766.2965,279.4427064,0.994997747,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}","[0.13979939402896946 0.09886263693404376 0.07297632915910815
 0.04100538384958055 0.012775451169379913 0.022010213244368266
 0.010516955355021798 0.014411832435809825 0.002253638349721908
 0.011315650285238522 0.008132425005342494 0.00856491606411478
 0.008799271222375738 0.012473749470945426 0.03795164403841999
 0.028615114062852505 0.4251365650696349 0.000941010418814891
 0.0008346215047127003 0.002597834147866156 0.003912793809887588
 0.0035572811256476575 0.025698826821302874 0.0007933703699290876
 0.006063092056911009]",Not Removed
Test,Pedestrian Total,Standard,Pandas,0.1,1306416.636,808.4196502,0.892841182,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}","[0.13979939402896946 0.09886263693404376 0.07297632915910815
 0.04100538384958055 0.012775451169379913 0.022010213244368266
 0.010516955355021798 0.014411832435809825 0.002253638349721908
 0.011315650285238522 0.008132425005342494 0.00856491606411478
 0.008799271222375738 0.012473749470945426 0.03795164403841999
 0.028615114062852505 0.4251365650696349 0.000941010418814891
 0.0008346215047127003 0.002597834147866156 0.003912793809887588
 0.0035572811256476575 0.025698826821302874 0.0007933703699290876
 0.006063092056911009]",Not Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,3984857.756,1505.457772,0.773693212,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,NA,KNN,0.5,821848.48,622.4370053,0.962365462,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.5,593002.3859,557.0506806,0.94960811,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.5,52536629.28,5933.04383,-2.029941996,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.5,870538.019,642.2668389,0.960135844,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.5,1464953.519,883.2307915,0.875511838,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.5,52227970.23,5905.787964,-2.01214072,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.3,671735.9906,550.783857,0.967337502,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.3,510894.6939,509.2306448,0.956268952,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.3,53210031.33,5989.257176,-2.068779073,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.3,716376.829,577.0975704,0.965166886,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.3,1476623.341,868.1989078,0.873605488,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.3,52306574.66,5913.748124,-2.016674069,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.1,589246.3813,508.975765,0.969032014,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 50}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.1,459435.266,495.6689981,0.96245982,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 50}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.1,53276220.71,5994.35748,-2.072596409,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.1,806447.8968,619.8800714,0.957616936,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.1,1382494.315,830.0717076,0.887037218,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.1,52227970.23,5905.787964,-2.01214072,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,1069705.663,741.548601,0.951015449,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.5,7508380.699,2092.254928,0.3619562,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,5664088.068,1767.71096,0.673335375,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,1090270.454,746.0592387,0.950073735,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.5,14347773.71,3147.709579,-0.219238664,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,6029950.489,1918.832834,0.652235013,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,1086422.44,739.7380301,0.947173784,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.3,4086273.465,1599.261878,0.650227294,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,3982963.22,1424.917008,0.770290792,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.3,986008.8317,687.6470437,0.952056297,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 50}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.3,5440106.984,1852.495214,0.534343221,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 50}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,4739346.672,1600.642665,0.726667932,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.1,978145.1462,681.7532526,0.948593346,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.1,1395086.637,898.6804033,0.886008307,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,4209457.086,1396.558814,0.757228224,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.1,1035351.233,710.7116949,0.945586866,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 50}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.1,3424561.52,1315.877397,0.72018113,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 50}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,4516705.723,1516.199271,0.739508291,KNN,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.5,1357658.659,860.5553746,0.937829347,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.5,950522.3236,765.7071955,0.919226941,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.5,22969591.84,3518.563887,-0.324723948,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.5,1405724.452,878.8456839,0.935628292,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.5,2353774.75,1288.322769,0.799981987,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.5,17949650.72,3237.19447,-0.035209173,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.3,1179837.34,788.6531727,0.942631577,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.3,792699.6651,688.9389626,0.932147295,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.3,27543689.5,3864.545359,-0.588525619,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.3,1360070.58,861.6958214,0.933867915,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.3,1692470.638,1014.64382,0.855129609,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.3,20881819.66,3423.795278,-0.204315983,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.1,1078902.265,752.8774091,0.943298031,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,NA,KNN,0.1,731894.7274,645.4647406,0.94019732,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,NA,KNN,0.1,25846528.44,3746.846148,-0.490645346,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.1,1367976.494,876.319209,0.928105665,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,NA,Pandas,0.1,1696081.138,939.572223,0.861414226,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,NA,Pandas,0.1,17878209.05,3270.852698,-0.031088921,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,1357947.853,860.7204799,0.937816104,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.5,948769.1751,765.2799944,0.91937592,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,1687213.042,937.0917278,0.902693459,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,1406040.808,879.0830899,0.935613805,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.5,2354553.771,1288.843717,0.799915788,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2231552.639,1097.675906,0.871299793,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,1179985.385,788.5657785,0.942624379,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.3,788698.6558,687.1843626,0.93248977,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,1829271.037,981.8995669,0.894500557,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.3,1360521.041,862.276156,0.933846011,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.3,1690536.98,1013.918397,0.855295124,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2269751.209,1111.467067,0.869096769,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.1,1078920.476,752.876078,0.943297074,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.1,731362.2749,645.2966318,0.940240827,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,1905436.866,1003.915574,0.890107849,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.1,1368099.062,876.4598792,0.928099224,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.1,1697529.605,939.8792475,0.861295873,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,2144026.073,1101.184871,0.876347708,Ridge,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.5,506.3957851,13.09622747,0.999976811,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.12791489112167462 0.15489585334851924 0.13960124332637056
 0.04741771423544838 0.021088071173008482 0.023204482460337676
 0.0058822559876567345 0.021429260584771934 0.0014213274238273038
 0.011054035888819818 0.005003275735982454 0.0047315571016605705
 0.018020434292119032 0.006245790324929493 0.03621798098593721
 0.036023719688533115 0.28821351829988395 0.000858067888649921
 0.0008594808174038407 0.006854795112064832 0.006428817982457216
 0.0024813292029010497 0.021748037805079133 0.0016090610352596988
 0.010794998176703865]",Removed
Test,Pedestrian Total,NA,KNN,0.5,1669943.392,1027.410823,0.858092301,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.12791489112167462 0.15489585334851924 0.13960124332637056
 0.04741771423544838 0.021088071173008482 0.023204482460337676
 0.0058822559876567345 0.021429260584771934 0.0014213274238273038
 0.011054035888819818 0.005003275735982454 0.0047315571016605705
 0.018020434292119032 0.006245790324929493 0.03621798098593721
 0.036023719688533115 0.28821351829988395 0.000858067888649921
 0.0008594808174038407 0.006854795112064832 0.006428817982457216
 0.0024813292029010497 0.021748037805079133 0.0016090610352596988
 0.010794998176703865]",Removed
Validation Data,Pedestrian Total,NA,KNN,0.5,37717907.2,4715.049025,-1.17530269,RandomForest,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.5,0.001085677,0.000867658,1,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.15157619280809137 0.14035782183497889 0.11435199540541795
 0.0476560922728467 0.018885197886588177 0.021738413285065507
 0.004495677370809886 0.020825898652420672 0.0014687935603571961
 0.010904322368644111 0.005504787709723695 0.005183391046702766
 0.01704084974841781 0.006522093606789472 0.03639966827569948
 0.03825754676488067 0.30786799685485294 0.0008756019752767729
 0.0008921709768484096 0.006931437544364308 0.007242590137811395
 0.0025318767286040167 0.02041373122015271 0.0016248664520638301
 0.010450985512591203]",Removed
Test,Pedestrian Total,NA,Pandas,0.5,3656329.073,1584.244961,0.689294112,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.15157619280809137 0.14035782183497889 0.11435199540541795
 0.0476560922728467 0.018885197886588177 0.021738413285065507
 0.004495677370809886 0.020825898652420672 0.0014687935603571961
 0.010904322368644111 0.005504787709723695 0.005183391046702766
 0.01704084974841781 0.006522093606789472 0.03639966827569948
 0.03825754676488067 0.30786799685485294 0.0008756019752767729
 0.0008921709768484096 0.006931437544364308 0.007242590137811395
 0.0025318767286040167 0.02041373122015271 0.0016248664520638301
 0.010450985512591203]",Removed
Validation Data,Pedestrian Total,NA,Pandas,0.5,37644811.8,4707.671073,-1.171087064,RandomForest,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.3,7.20E-06,3.60E-05,1,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.1201437634338808 0.1996809363511092 0.18053855971926933
 0.041601607868080835 0.019853831947608987 0.041724257447950074
 0.003059552592690899 0.018977613823886574 0.0012224533763411014
 0.007462318097869385 0.004489816933573233 0.004089537461268898
 0.007612696388830817 0.005309232268617601 0.012897966322199294
 0.024061372626504023 0.2839907418819978 0.0007840503607240798
 0.0006781368815362586 0.0036754047419266574 0.004715026212070651
 0.001597733461362817 0.0066919432928917635 0.0014034789581679516
 0.0037379675496408507]",Removed
Test,Pedestrian Total,NA,KNN,0.3,674963.2641,617.6771939,0.942225177,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.1201437634338808 0.1996809363511092 0.18053855971926933
 0.041601607868080835 0.019853831947608987 0.041724257447950074
 0.003059552592690899 0.018977613823886574 0.0012224533763411014
 0.007462318097869385 0.004489816933573233 0.004089537461268898
 0.007612696388830817 0.005309232268617601 0.012897966322199294
 0.024061372626504023 0.2839907418819978 0.0007840503607240798
 0.0006781368815362586 0.0036754047419266574 0.004715026212070651
 0.001597733461362817 0.0066919432928917635 0.0014034789581679516
 0.0037379675496408507]",Removed
Validation Data,Pedestrian Total,NA,KNN,0.3,43872155.39,5225.396968,-1.530236292,RandomForest,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.3,1511.589442,24.09313493,0.9999265,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.16549065455393838 0.11893961598445643 0.0791395889717777
 0.04200879411105232 0.019052004722765727 0.02819862501473747
 0.010203999850342812 0.027336188215122424 0.001503613549287197
 0.009926533649176577 0.005479336053803841 0.0050629754407059005
 0.011593748385974724 0.0067935524372039185 0.04456845710694593
 0.03771283229262682 0.355535549734603 0.0008986870274913056
 0.0008948912684367303 0.004694355931791591 0.005801455793198558
 0.002002066275087542 0.010265073069250959 0.0014375114542750423
 0.005459889105947318]",Removed
Test,Pedestrian Total,NA,Pandas,0.3,1252666.121,849.6654046,0.892775551,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.16549065455393838 0.11893961598445643 0.0791395889717777
 0.04200879411105232 0.019052004722765727 0.02819862501473747
 0.010203999850342812 0.027336188215122424 0.001503613549287197
 0.009926533649176577 0.005479336053803841 0.0050629754407059005
 0.011593748385974724 0.0067935524372039185 0.04456845710694593
 0.03771283229262682 0.355535549734603 0.0008986870274913056
 0.0008948912684367303 0.004694355931791591 0.005801455793198558
 0.002002066275087542 0.010265073069250959 0.0014375114542750423
 0.005459889105947318]",Removed
Validation Data,Pedestrian Total,NA,Pandas,0.3,40133892.15,4906.962218,-1.314639651,RandomForest,NA,NA,Removed
Train,Pedestrian Total,NA,KNN,0.1,1123.592195,21.44978247,0.999940949,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.14185402037429237 0.17871794206334338 0.1515490200786723
 0.041667870109627095 0.017476167138682597 0.02442810296806722
 0.008780130901444406 0.021816078545623608 0.0011164833222353945
 0.006474286466578034 0.0037449406818477753 0.00355013514981965
 0.010391922566572953 0.0046429485512471495 0.03705790657558372
 0.030856508799491544 0.2943184371858333 0.0006915038969770862
 0.0007025726929767327 0.004034744391329049 0.004534787108142048
 0.0012525124893986697 0.007679600938940602 0.0007754310536556566
 0.0018859459496176143]",Removed
Test,Pedestrian Total,NA,KNN,0.1,413300.7183,459.7112511,0.966229446,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.14185402037429237 0.17871794206334338 0.1515490200786723
 0.041667870109627095 0.017476167138682597 0.02442810296806722
 0.008780130901444406 0.021816078545623608 0.0011164833222353945
 0.006474286466578034 0.0037449406818477753 0.00355013514981965
 0.010391922566572953 0.0046429485512471495 0.03705790657558372
 0.030856508799491544 0.2943184371858333 0.0006915038969770862
 0.0007025726929767327 0.004034744391329049 0.004534787108142048
 0.0012525124893986697 0.007679600938940602 0.0007754310536556566
 0.0018859459496176143]",Removed
Validation Data,Pedestrian Total,NA,KNN,0.1,44346167.01,5247.333503,-1.557573937,RandomForest,NA,NA,Removed
Train,Pedestrian Total,NA,Pandas,0.1,1.51E-05,0.000195154,1,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.1493204150092777 0.10835755402267407 0.08327194854435184
 0.052796668229975925 0.022079432479866445 0.0305955013651636
 0.010078030051540959 0.02601116558307788 0.0013960024706141194
 0.009214488984994747 0.005548188253044369 0.005253043776540921
 0.012929473131080716 0.006502857838849353 0.04122689186230459
 0.0453852739100037 0.35893574421790586 0.000923455711878119
 0.0009396057003433775 0.005382616035484028 0.006058939482767635
 0.0020906640275598033 0.009353674958407736 0.0013622055522729598
 0.004986158800019574]",Removed
Test,Pedestrian Total,NA,Pandas,0.1,1133621.68,745.574321,0.907372452,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.1493204150092777 0.10835755402267407 0.08327194854435184
 0.052796668229975925 0.022079432479866445 0.0305955013651636
 0.010078030051540959 0.02601116558307788 0.0013960024706141194
 0.009214488984994747 0.005548188253044369 0.005253043776540921
 0.012929473131080716 0.006502857838849353 0.04122689186230459
 0.0453852739100037 0.35893574421790586 0.000923455711878119
 0.0009396057003433775 0.005382616035484028 0.006058939482767635
 0.0020906640275598033 0.009353674958407736 0.0013622055522729598
 0.004986158800019574]",Removed
Validation Data,Pedestrian Total,NA,Pandas,0.1,40234588.93,4911.745447,-1.320447131,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,0.000434209,0.000557096,1,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.159208617695392 0.14773216708074272 0.1200687982548484
 0.053536735941132264 0.018578254415528274 0.021847678405599008
 0.0077556439753223615 0.025018771025821375 0.001421743942676759
 0.011822638770120884 0.004980087494854287 0.00473603882899213
 0.016079139996621243 0.006389634893567247 0.03678729251044875
 0.03515285879105956 0.27586076788532926 0.000826508444348064
 0.0008469428779833587 0.006655679539295243 0.006370938839329906
 0.002702830551880383 0.02260335915469564 0.0017161584976124887
 0.011300712186798626]",Removed
Test,Pedestrian Total,Standard,KNN,0.5,1731968.898,1043.954926,0.852821526,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.159208617695392 0.14773216708074272 0.1200687982548484
 0.053536735941132264 0.018578254415528274 0.021847678405599008
 0.0077556439753223615 0.025018771025821375 0.001421743942676759
 0.011822638770120884 0.004980087494854287 0.00473603882899213
 0.016079139996621243 0.006389634893567247 0.03678729251044875
 0.03515285879105956 0.27586076788532926 0.000826508444348064
 0.0008469428779833587 0.006655679539295243 0.006370938839329906
 0.002702830551880383 0.02260335915469564 0.0017161584976124887
 0.011300712186798626]",Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,2249798.678,1085.709731,0.87024749,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,725.9921813,15.78986675,0.999966755,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.2246926867506069 0.10303582033504859 0.1075196293086118
 0.023272941237349496 0.030021665247293664 0.030733487310409154
 0.0029871915644962936 0.02015910661466133 0.0014960933247909784
 0.01020964480166918 0.005281383718959347 0.00582601680127267
 0.013292844617317978 0.0070980618539241615 0.04549421964715583
 0.04737367307835377 0.2651611737716949 0.0009715153539270717
 0.0008581888453940447 0.006417079298735764 0.006539829564390557
 0.002471567163664094 0.02432651484205276 0.0021539023323637776
 0.012605762615856041]",Removed
Test,Pedestrian Total,Standard,Pandas,0.5,4131257.7,1655.424385,0.64893584,RandomForest,"{'n_estimators': 50, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.2246926867506069 0.10303582033504859 0.1075196293086118
 0.023272941237349496 0.030021665247293664 0.030733487310409154
 0.0029871915644962936 0.02015910661466133 0.0014960933247909784
 0.01020964480166918 0.005281383718959347 0.00582601680127267
 0.013292844617317978 0.0070980618539241615 0.04549421964715583
 0.04737367307835377 0.2651611737716949 0.0009715153539270717
 0.0008581888453940447 0.006417079298735764 0.006539829564390557
 0.002471567163664094 0.02432651484205276 0.0021539023323637776
 0.012605762615856041]",Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,3247161.467,1455.752633,0.812726644,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,8.59E-07,1.94E-05,1,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.13944633132010764 0.18290823084133476 0.14930345285935617
 0.03977033609437274 0.01622657464127141 0.018589076997176813
 0.006177896482829427 0.015869670207562542 0.0013182885455122859
 0.00890051843593294 0.004453183326036529 0.0041719832206851635
 0.009916646258041211 0.005285946378527861 0.03133709601136057
 0.04014925715888568 0.30195361616295263 0.000747954473759506
 0.0007800313824199823 0.004276884611704553 0.004422425763973449
 0.0016822704228201155 0.007140593651627212 0.0011450802461655074
 0.004026654505583293]",Removed
