Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance
Test,Pedestrian Total,Standard,Pandas,0.5,2720568.6475193794,1106.7024851801184,0.7872928154086876,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2544136.0055251145,1183.3085388127852,0.8555142284056094,KNN,NA,NA
Train,Pedestrian Total,Standard,KNN,0.3,570991.6691052315,543.8477896696139,0.9859299160551063,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Test,Pedestrian Total,Standard,KNN,0.3,1416425.4745285653,913.3198002605299,0.8830237766624138,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.3,2323453.3261159263,1120.824266144814,0.8680471697038372,KNN,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.3,512520.0612052117,514.1295439739414,0.9873707434367657,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.3,1438324.700843465,920.6254179331305,0.8812152178399423,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2438324.438799087,1150.2926712328767,0.8615234456128734,KNN,NA,NA
Train,Pedestrian Total,Standard,KNN,0.1,519010.76340671175,517.8779077658044,0.9854769987160001,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Test,Pedestrian Total,Standard,KNN,0.1,842213.5819873249,706.3836385836386,0.9309174349536783,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.1,1691730.241748206,980.5739073711677,0.9039237883596937,KNN,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.1,464357.86010513647,489.54309962632215,0.9870063006896495,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.1,893359.4978689458,727.2814814814815,0.9267221914473833,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.1,1810554.8297031962,1015.0241780821916,0.8971755397449273,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.5,6129.021494528043,41.99257865937073,0.8375413227496049,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Test,Cycle Total,NA,KNN,0.5,5389.1990709074325,47.81601687186503,0.6459200551152823,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Validation Data,Cycle Total,NA,KNN,0.5,17556.204999999998,95.56353881278538,-0.9447578101285428,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.5,6136.533050615595,42.01181030551756,0.8373422179712704,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Test,Cycle Total,NA,Pandas,0.5,5292.072036023712,47.247583219334246,0.6523014737093913,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.5,17556.204999999998,95.56353881278538,-0.9447578101285428,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.3,3427.878478827362,30.441742671009774,0.8941943428471664,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,NA,KNN,0.3,2826.6920440729477,33.046922492401215,0.7931895844894087,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,NA,KNN,0.3,19218.60682191781,101.49908675799087,-1.1289074556098173,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.3,3428.3972019543967,30.43750814332248,0.8941783318241167,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,NA,Pandas,0.3,2775.99184650456,32.73248480243161,0.7968989835898779,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.3,18402.316324200914,98.4574200913242,-1.038484307738814,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.1,2919.2188333650015,28.27150547849769,0.8978365988335826,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Cycle Total,NA,KNN,0.1,1921.5738575498576,28.229857549857545,0.8119435129217393,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,NA,KNN,0.1,18621.89906392694,99.25280821917808,-1.0628082005192647,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.1,2911.490316042815,28.202837418455886,0.8981070724296638,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Cycle Total,NA,Pandas,0.1,1803.612809116809,27.21868945868946,0.8234878729229068,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.1,18661.042059360727,99.39573059360733,-1.0671441971701174,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.5,1421.8643038610794,22.25949449547261,0.9623114074177982,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Test,Cycle Total,Standard,KNN,0.5,4019.083684636645,43.262719041104816,0.7359390679729346,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.5,3848.0110870375547,40.4272504892368,0.5737433223764754,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.5,1422.4932112379836,22.26069962868868,0.962294737308115,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Test,Cycle Total,Standard,Pandas,0.5,4058.395286021385,43.34484724122207,0.7333562259831518,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.5,3741.4359123101294,39.255234833659486,0.5855490003927082,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.3,1259.0260902080704,21.130723592368547,0.9611386215497937,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Test,Cycle Total,Standard,KNN,0.3,2382.793363470008,33.195261615284416,0.8256667235440824,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.3,4071.5675566116865,39.74849967384214,0.5489792466431915,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.3,1260.1668915774778,21.14632387156817,0.9611034093217884,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Test,Cycle Total,Standard,Pandas,0.3,2283.322843651138,32.52309487624837,0.8329443254950731,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.3,4119.330502749045,40.046950424005225,0.5436883900750793,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.1,1154.558297497224,20.59731458610425,0.9595941211501232,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Test,Cycle Total,Standard,KNN,0.1,1631.713343799058,27.292551892551888,0.8403109627309179,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.1,4126.657671698817,40.512442922374426,0.5428767357886775,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.1,1131.0105845842043,18.678890366711002,0.9604182164229368,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Cycle Total,Standard,Pandas,0.1,1182.669378917379,22.285242165242163,0.8842570386246733,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.1,4630.675383561644,42.04038812785388,0.48704505795235964,KNN,NA,NA
Train,Pedestrian Total,NA,KNN,0.5,3.2241423852895947e-15,2.1804987442017266e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,KNN,0.5,1.6211178199559396e-14,5.517987194934504e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.5,55732734.807037905,6175.037328765168,-2.1651559406307577,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.5,7.40614148262072e-18,1.8689486422392705e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,Pandas,0.5,0.011608793916719477,0.00432142414130839,0.9999999990923685,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.5,55733661.064162165,6175.037328761916,-2.1652085443339413,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.3,2.1463684437884225e-15,1.53786161611143e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,KNN,0.3,2.512855459357464e-14,7.339196911130082e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.3,55732669.486137345,6175.037328768499,-2.1651522309467244,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.3,2.3548553802427362e-12,7.444690613502789e-08,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,Pandas,0.3,2.3675492038193165e-08,7.988353859502803e-06,0.999999999999998,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.3,55732582.27330514,6175.037330659162,-2.1651472779829963,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.1,3.5997861765623246e-16,1.6711760207733629e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,KNN,0.1,2.036118230674442e-18,1.1476666267534947e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.1,55732911.99049224,6175.03732872209,-2.165166003177751,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.1,6.201730524374338e-16,2.7623852369502995e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,Pandas,0.1,7.397373139592729e-18,2.1898368803629074e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.1,55732911.989877276,6175.037328663306,-2.1651660031428266,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.5,4.671920989871001e-06,0.0006265729015633093,0.9999999999999003,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.5,2.07376493360885e-05,0.0005831475372038486,0.9999999999983786,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.5,2665685.7865978177,1331.1282949783567,0.8486112114806971,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.5,5.992980806232653e-07,0.0005936097227813093,0.9999999999999872,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.5,0.2201939832740018,0.019255563542279037,0.9999999827841719,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2669646.844456061,1331.9889263514267,0.8483862563290324,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.3,3.267774533065257e-06,0.0004810715741055347,0.9999999999999195,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.3,3.4190696915018455e-05,0.00059020486064847,0.9999999999971764,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.3,2665685.8264454333,1331.1283019188618,0.8486112092176838,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.3,3.049498277772058e-05,0.0006120897884604083,0.9999999999992486,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.3,0.3029379849971491,0.028817852485970345,0.9999999749817113,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2669281.241407723,1331.9096044873866,0.8484070195423282,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.1,6.301853158962432e-07,0.0003948276344805836,0.9999999999999823,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.1,1.7448804714913654e-07,0.00032207166308518593,0.9999999999999857,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.1,2665659.415058533,1331.1225131716901,0.8486127091648591,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.1,8.789104900532854e-05,0.00409898251056607,0.9999999999975406,Ridge,"{'normalize': False, 'alpha': 0.01}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.1,1.7179093114685988e-05,0.003208356743651948,0.9999999999985909,Ridge,"{'normalize': False, 'alpha': 0.01}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.1,2665738.659918898,1331.139539526901,0.8486082087156812,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.5,5.993780166654642e-11,1.1613666753230621e-06,0.9999999999999984,Ridge,"{'normalize': False, 'alpha': 1}",Not Available
Test,Cycle Total,NA,KNN,0.5,7.766255654354194e-09,1.4184293292364272e-05,0.9999999999994897,Ridge,"{'normalize': False, 'alpha': 1}",Not Available
Validation Data,Cycle Total,NA,KNN,0.5,20296.124242282887,106.75128631184678,-1.24826755756833,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.5,0.08161924630998592,0.189446244380916,0.9999978365625238,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.5,0.06258644726747001,0.18368099506730542,0.9999958879593225,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.5,20444.28939491444,107.72801644779513,-1.2646802924258407,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.3,7.528020371591323e-19,4.239646772896422e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,KNN,0.3,4.603220877964365e-19,3.419888182536242e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,KNN,0.3,20289.990603629216,106.75125571184208,-1.2475881145066756,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.3,6.152503641137288e-19,4.703714443635981e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.3,1.6129809800422368e-19,2.800870398766372e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.3,20291.58985245862,106.75125570946811,-1.2477652684902,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.1,7.506390601390533e-19,3.844613969285552e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,KNN,0.1,1.0147488056114326e-18,3.8082015659523436e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,KNN,0.1,20282.687997152047,106.75125571176348,-1.2467791810850866,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.1,4.339384475591409e-19,3.884987301121488e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.1,8.111456462261374e-20,2.055559190444012e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.1,20284.845592565314,106.75125570955174,-1.2470181849319344,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.5,7.391986462806946e-08,4.1905970864161755e-05,0.9999999999980407,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.5,9.561571897379643e-06,0.0004990708390552102,0.9999999993717877,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.5,6201.3720449284465,57.25556115293094,0.3130538907533028,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.5,1.546563203219288e-08,2.856399901977074e-05,0.9999999999995901,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.5,5.012464087392588e-07,0.00020178895596808434,0.9999999999670672,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.5,6203.713869900363,57.27365761245274,0.3127944792002886,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.3,1.0399289061367121e-09,1.599155849822642e-05,0.9999999999999679,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.3,6.312320227908332e-10,1.2857318445129292e-05,0.9999999999999538,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.3,6203.937812168287,57.27453221766054,0.3127696723884199,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.3,7.964102166034301e-10,1.727696142507797e-05,0.9999999999999755,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.3,2.1989659450064292e-10,1.0440003576152488e-05,0.9999999999999839,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.3,6203.9583785482955,57.27471650641126,0.31276739418375377,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.1,7.467689038559625e-10,1.3093325811333475e-05,0.9999999999999739,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.1,9.175402820608175e-10,1.2058691648141648e-05,0.9999999999999102,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.1,6203.9399986746275,57.27454742655194,0.31276943018201575,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.1,5.778515246028049e-10,1.4220359805212355e-05,0.9999999999999798,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.1,1.0837398657565181e-10,7.526090503667736e-06,0.9999999999999893,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.1,6203.959056651475,57.2747195880564,0.31276731906806376,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.5,2.27998176003809e-10,2.2799817600920045e-07,1.0,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.03235362823768147 0.010886616689040637 0.01878878709510813
 0.0034489067525967443 0.014306159388188022 0.0032292625866646696
 0.0028124512906582974 0.002103073635943483 0.002174333380315726
 0.008246294322132948 0.0015535278999389511 0.0005706424808233268
 0.05700931405183422 0.02601411664666725 0.3353084366845746
 0.27701302476415934 0.011182354279891931 0.1555938892950987
 0.037405180518681455]"
Test,Pedestrian Total,NA,KNN,0.5,45386.56094317656,126.04086143410854,0.9964514596588814,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.03235362823768147 0.010886616689040637 0.01878878709510813
 0.0034489067525967443 0.014306159388188022 0.0032292625866646696
 0.0028124512906582974 0.002103073635943483 0.002174333380315726
 0.008246294322132948 0.0015535278999389511 0.0005706424808233268
 0.05700931405183422 0.02601411664666725 0.3353084366845746
 0.27701302476415934 0.011182354279891931 0.1555938892950987
 0.037405180518681455]"
Validation Data,Pedestrian Total,NA,KNN,0.5,53066454.32594525,5953.283598458904,-2.013733378408806,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.5,9.11992704015236e-10,4.559963520184009e-07,1.0,RandomForest,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.034952051988259465 0.014682658986362996 0.01823113921877666
 0.003284869721618256 0.017592354357963354 0.0032628032175581463
 0.0033923098285109404 0.0018163323493711016 0.0022169000377118137
 0.008778113497383468 0.0014654877317191286 0.0005985308355555047
 0.059449460211769896 0.021540010276185333 0.3173765211243968
 0.2857021553963583 0.011688633230072692 0.15662193131287672
 0.03734773667754958]"
Test,Pedestrian Total,NA,Pandas,0.5,56156.62471058276,139.96487186502506,0.9956094041040904,RandomForest,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.034952051988259465 0.014682658986362996 0.01823113921877666
 0.003284869721618256 0.017592354357963354 0.0032628032175581463
 0.0033923098285109404 0.0018163323493711016 0.0022169000377118137
 0.008778113497383468 0.0014654877317191286 0.0005985308355555047
 0.059449460211769896 0.021540010276185333 0.3173765211243968
 0.2857021553963583 0.011688633230072692 0.15662193131287672
 0.03734773667754958]"
Validation Data,Pedestrian Total,NA,Pandas,0.5,52690527.33213678,5919.016037442922,-1.9923838508498943,RandomForest,NA,NA
Train,Pedestrian Total,NA,KNN,0.3,0.9440118864753136,0.6141818989247547,0.9999999767381431,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.04253720140492455 0.009446722159526142 0.023116532218229475
 0.0024864257302623675 0.010999954504643418 0.002159934284793408
 0.0018724191869493902 0.001628237260487851 0.0016261523281472002
 0.003505332174168213 0.0013161276537912645 0.0004899525438367519
 0.03849110163821518 0.019072270103888605 0.3189065478246118
 0.3056569763272068 0.010007426776424112 0.16489017853502716
 0.041790507344866515]"
Test,Pedestrian Total,NA,KNN,0.3,3812.1636396072913,40.4509593015816,0.9996851705131506,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.04253720140492455 0.009446722159526142 0.023116532218229475
 0.0024864257302623675 0.010999954504643418 0.002159934284793408
 0.0018724191869493902 0.001628237260487851 0.0016261523281472002
 0.003505332174168213 0.0013161276537912645 0.0004899525438367519
 0.03849110163821518 0.019072270103888605 0.3189065478246118
 0.3056569763272068 0.010007426776424112 0.16489017853502716
 0.041790507344866515]"
Validation Data,Pedestrian Total,NA,KNN,0.3,53695462.4261462,6005.0546418379,-2.0494558085380463,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.3,0.0,0.0,1.0,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.0496403535545365 0.0015262518632682307 0.023456934806038277
 0.0005488562443925365 0.003926482587533524 0.0035387172573335558
 0.0006809744434481338 0.0029267751969045577 0.0014546750617364216
 0.0021272113395925897 0.0005773413641463093 0.0004598927759797291
 0.013413330232235867 0.0028773712137935737 0.534322059922983
 0.27605140734390504 0.02609409797408654 0.028437299473520635
 0.027939967344565105]"
Test,Pedestrian Total,NA,Pandas,0.3,14187.148953267479,78.12205547112463,0.9988283470367311,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.0496403535545365 0.0015262518632682307 0.023456934806038277
 0.0005488562443925365 0.003926482587533524 0.0035387172573335558
 0.0006809744434481338 0.0029267751969045577 0.0014546750617364216
 0.0021272113395925897 0.0005773413641463093 0.0004598927759797291
 0.013413330232235867 0.0028773712137935737 0.534322059922983
 0.27605140734390504 0.02609409797408654 0.028437299473520635
 0.027939967344565105]"
Validation Data,Pedestrian Total,NA,Pandas,0.3,54480995.557539955,6072.362591324202,-2.0940675589931708,RandomForest,NA,NA
