Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance
Train,Pedestrian Total,NA,KNN,0.1,5280.931639179175,28.40231933624675,0.9998522285424812,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.028022606729184104 0.009650168261552221 0.01831812279671947
 0.005693788967037285 0.014539546123428454 0.001893570686187295
 0.0019187260116053058 0.001724015081361914 0.0015272847745205077
 0.0032833769617801357 0.0009387448600268684 0.00039969584190756107
 0.036549390179770026 0.021165528831111655 0.3606706317043383
 0.27046485910441886 0.011039001839402082 0.17526751480730365
 0.03693342643834432]"
Test,Pedestrian Total,NA,KNN,0.1,3071.7909036467227,37.04774358974359,0.9997480363657766,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.028022606729184104 0.009650168261552221 0.01831812279671947
 0.005693788967037285 0.014539546123428454 0.001893570686187295
 0.0019187260116053058 0.001724015081361914 0.0015272847745205077
 0.0032833769617801357 0.0009387448600268684 0.00039969584190756107
 0.036549390179770026 0.021165528831111655 0.3606706317043383
 0.27046485910441886 0.011039001839402082 0.17526751480730365
 0.03693342643834432]"
Validation Data,Pedestrian Total,NA,KNN,0.1,53831416.9004279,6018.0388675799095,-2.0571768922677056,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.1,22044.674516435498,63.229032870986124,0.9993831441294087,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.06480830773637593 0.01929883970860858 0.014199147599417797
 0.0005926459925967369 0.005897452865698471 0.00254384414931959
 0.0007514103413112484 0.004109682387287141 0.0005755736184877242
 0.004104217376958652 0.000650176359026745 0.0004037454246965209
 0.06678110352487422 0.02249234980624607 0.2600293367327108
 0.22066417870957983 0.0031092511955744533 0.2683230460980997
 0.04066569037312983]"
Test,Pedestrian Total,NA,Pandas,0.1,16505.909002849003,86.81356125356125,0.9986461028927516,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.06480830773637593 0.01929883970860858 0.014199147599417797
 0.0005926459925967369 0.005897452865698471 0.00254384414931959
 0.0007514103413112484 0.004109682387287141 0.0005755736184877242
 0.004104217376958652 0.000650176359026745 0.0004037454246965209
 0.06678110352487422 0.02249234980624607 0.2600293367327108
 0.22066417870957983 0.0031092511955744533 0.2683230460980997
 0.04066569037312983]"
Validation Data,Pedestrian Total,NA,Pandas,0.1,54027320.89409361,6029.412214611873,-2.0683026102410142,RandomForest,NA,NA
Train,Pedestrian Total,Standard,KNN,0.5,2.279981761074906e-10,2.2799817606104122e-07,1.0,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.031195781168610673 0.011981725176271014 0.01721937655525679
 0.003214754953871596 0.016164729011864918 0.0033496819802204553
 0.003033707510575854 0.002409830383809383 0.002064633903508009
 0.008532973422413874 0.0015636781955562081 0.0005726024837837587
 0.05862999482443848 0.02406670903153548 0.32495460306665047
 0.28577682845773167 0.011850557331578327 0.155651091544756
 0.03776674099756692]"
Test,Pedestrian Total,Standard,KNN,0.5,48031.83984739455,129.9743858869129,0.9962446389897216,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.031195781168610673 0.011981725176271014 0.01721937655525679
 0.003214754953871596 0.016164729011864918 0.0033496819802204553
 0.003033707510575854 0.002409830383809383 0.002064633903508009
 0.008532973422413874 0.0015636781955562081 0.0005726024837837587
 0.05862999482443848 0.02406670903153548 0.32495460306665047
 0.28577682845773167 0.011850557331578327 0.155651091544756
 0.03776674099756692]"
Validation Data,Pedestrian Total,Standard,KNN,0.5,2065102.798200185,1117.238594063927,0.88271933160346,RandomForest,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.5,0.9610329183638453,0.5701932892270347,0.9999999795010448,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.032991644562678585 0.010679305709925547 0.0156631415869678
 0.0023401757666405 0.015079356109255962 0.0034364099297856036
 0.002611723880812008 0.0016715316474156664 0.001820805462464411
 0.007226174049821284 0.0014905013335239938 0.0005590956484923881
 0.06053929698628923 0.03023729383026136 0.31310793187037333
 0.2881785160294668 0.012092304071432674 0.1637883954312524
 0.036486396093140416]"
Test,Pedestrian Total,Standard,Pandas,0.5,49420.958795541985,131.29415014192756,0.9961360309673538,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.032991644562678585 0.010679305709925547 0.0156631415869678
 0.0023401757666405 0.015079356109255962 0.0034364099297856036
 0.002611723880812008 0.0016715316474156664 0.001820805462464411
 0.007226174049821284 0.0014905013335239938 0.0005590956484923881
 0.06053929698628923 0.03023729383026136 0.31310793187037333
 0.2881785160294668 0.012092304071432674 0.1637883954312524
 0.036486396093140416]"
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2066028.8552044155,1116.002243491978,0.88266673926543,RandomForest,NA,NA
Train,Pedestrian Total,Standard,KNN,0.3,2.7375101788510294,0.9494964077036534,0.9999999325436778,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.02770285238548767 0.009190969211987789 0.022352103067093752
 0.0024733773544951317 0.007522704689113329 0.002244742442395434
 0.0013439860610358634 0.0010811941392157515 0.002074745025597177
 0.004819615467155851 0.0008666504203482875 0.0004852589739439637
 0.03429511145862532 0.02186006929631394 0.3623094802663857
 0.2936176166542911 0.008420386795522634 0.15885903230713683
 0.03848010398385445]"
Test,Pedestrian Total,Standard,KNN,0.3,4595.42503542053,45.75167792348138,0.9996204844695741,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.02770285238548767 0.009190969211987789 0.022352103067093752
 0.0024733773544951317 0.007522704689113329 0.002244742442395434
 0.0013439860610358634 0.0010811941392157515 0.002074745025597177
 0.004819615467155851 0.0008666504203482875 0.0004852589739439637
 0.03429511145862532 0.02186006929631394 0.3623094802663857
 0.2936176166542911 0.008420386795522634 0.15885903230713683
 0.03848010398385445]"
Validation Data,Pedestrian Total,Standard,KNN,0.3,2065696.3912847224,1146.7824632061624,0.8826856204517581,RandomForest,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.3,2.2516286644721326e-07,6.840390879446684e-06,0.9999999999999944,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.038693662803744686 0.008652982471249378 0.020047963706877635
 0.00333318097098083 0.015417132615191724 0.002423590904719844
 0.0016519580313916244 0.0016732198753953607 0.0016031279754441128
 0.0034754609655781098 0.0011861326916429668 0.0004788126138553112
 0.03620134377453786 0.02360296065747782 0.33961421548190973
 0.2802921890589791 0.009648390706395246 0.17282947383590447
 0.039174200858724105]"
Test,Pedestrian Total,Standard,Pandas,0.3,3698.669242970839,39.102870060790266,0.9996945435060312,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.038693662803744686 0.008652982471249378 0.020047963706877635
 0.00333318097098083 0.015417132615191724 0.002423590904719844
 0.0016519580313916244 0.0016732198753953607 0.0016031279754441128
 0.0034754609655781098 0.0011861326916429668 0.0004788126138553112
 0.03620134377453786 0.02360296065747782 0.33961421548190973
 0.2802921890589791 0.009648390706395246 0.17282947383590447
 0.039174200858724105]"
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2091321.922390523,1146.9558808789955,0.8812303033514549,RandomForest,NA,NA
Train,Pedestrian Total,Standard,KNN,0.1,20486.0836620432,56.42824751409209,0.9994267567451297,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.0040032799524221075 0.004523387082886862 0.007960912031570611
 0.002791223302447239 0.0033218283820275313 0.0021454744177748513
 0.0011050225324475062 0.002344322092179712 0.0024527774774405113
 0.001578650063974463 0.0005800224894216441 0.00028777281125221975
 0.06667034960939099 0.0030787977388571875 0.34671759859491086
 0.2983588243824989 0.006395408267748397 0.22142940418541066
 0.024254944585337824]"
Test,Pedestrian Total,Standard,KNN,0.1,14317.761555555557,74.32074074074073,0.9988255856766813,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.0040032799524221075 0.004523387082886862 0.007960912031570611
 0.002791223302447239 0.0033218283820275313 0.0021454744177748513
 0.0011050225324475062 0.002344322092179712 0.0024527774774405113
 0.001578650063974463 0.0005800224894216441 0.00028777281125221975
 0.06667034960939099 0.0030787977388571875 0.34671759859491086
 0.2983588243824989 0.006395408267748397 0.22142940418541066
 0.024254944585337824]"
Validation Data,Pedestrian Total,Standard,KNN,0.1,2320487.590755708,1179.674292237443,0.8682155988133405,RandomForest,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.1,1.1574203728614954,0.6886240470461891,0.9999999676129693,RandomForest,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.035334819105503665 0.007901906322787847 0.02061558879847876
 0.003917107822164699 0.014596329152337419 0.0016520093429931342
 0.001854831898443873 0.001600843692645539 0.0013827613780925457
 0.0033563982108946676 0.001138435033197629 0.000400034867652105
 0.03998717791663429 0.021475600628147837 0.3261346113697008
 0.2930173678968697 0.010902794029159339 0.17041938085839403
 0.044312001675902386]"
Test,Pedestrian Total,Standard,Pandas,0.1,1854.9742186143644,26.066750433699987,0.9998478457485638,RandomForest,"{'n_estimators': 500, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.035334819105503665 0.007901906322787847 0.02061558879847876
 0.003917107822164699 0.014596329152337419 0.0016520093429931342
 0.001854831898443873 0.001600843692645539 0.0013827613780925457
 0.0033563982108946676 0.001138435033197629 0.000400034867652105
 0.03998717791663429 0.021475600628147837 0.3261346113697008
 0.2930173678968697 0.010902794029159339 0.17041938085839403
 0.044312001675902386]"
Validation Data,Pedestrian Total,Standard,Pandas,0.1,2080777.1194752732,1147.234362223724,0.8818291604810313,RandomForest,NA,NA
Train,Cycle Total,NA,KNN,0.5,2.591769265840459e-07,1.744186046511532e-05,0.9999999999931302,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.019415728796358143 0.03167198620774175 0.002764417245813926
 0.0024859600009121503 0.002184482819312554 0.0025606045426220616
 0.00012855700230348502 0.00787687008260818 0.01006565393115811
 0.011620599142072604 0.002686228625620337 0.01855893293322827
 0.023864959426829896 0.004093176455976392 0.005757609209484957
 0.009928564525345416 0.002507265751704559 0.009348817526351189
 0.0710570538396913 0.001200054376058027 0.000984797482523016
 0.000855901238459748 0.000831739843754393 0.0011165790411878961
 0.0010466615245408918 0.004194550887740279 0.07065597338095639
 0.3582254273910043 0.01826146263989247 0.026204919378830648
 0.07432370636048094 0.019407694248944923 0.18411306414049072]"
Test,Cycle Total,NA,KNN,0.5,304.7240992513395,12.421849008207934,0.9799790857883838,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.019415728796358143 0.03167198620774175 0.002764417245813926
 0.0024859600009121503 0.002184482819312554 0.0025606045426220616
 0.00012855700230348502 0.00787687008260818 0.01006565393115811
 0.011620599142072604 0.002686228625620337 0.01855893293322827
 0.023864959426829896 0.004093176455976392 0.005757609209484957
 0.009928564525345416 0.002507265751704559 0.009348817526351189
 0.0710570538396913 0.001200054376058027 0.000984797482523016
 0.000855901238459748 0.000831739843754393 0.0011165790411878961
 0.0010466615245408918 0.004194550887740279 0.07065597338095639
 0.3582254273910043 0.01826146263989247 0.026204919378830648
 0.07432370636048094 0.019407694248944923 0.18411306414049072]"
Validation Data,Cycle Total,NA,KNN,0.5,15362.02588103827,88.592312956621,-0.7017014674609909,RandomForest,NA,NA
Train,Cycle Total,NA,Pandas,0.5,1.0259917920641211e-08,4.559963520295791e-06,0.999999999999728,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.018679317256631668 0.035821908343855575 0.003175598941554318
 0.00246323211556809 0.0021016987462805746 0.00332871960851649
 0.00012176297491561271 0.00810520245067166 0.009516105581455577
 0.011741963068781032 0.0028362728448348457 0.01750957930854163
 0.024924824584901598 0.0042575221558577864 0.00742619041407029
 0.009720870896080959 0.0025058272974526766 0.01064959761340815
 0.07007366932342712 0.0012107152780018143 0.001013092496664277
 0.0008861614191136793 0.0008585456045838186 0.0010867997697600455
 0.001057979103633359 0.004226704956632778 0.07185135163194939
 0.34000116613410775 0.018371646528907628 0.029051079887883042
 0.07379588086156469 0.020250647111055193 0.1913783656893368]"
Test,Cycle Total,NA,Pandas,0.5,345.5016925859553,13.051170314637483,0.9772999255253317,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.018679317256631668 0.035821908343855575 0.003175598941554318
 0.00246323211556809 0.0021016987462805746 0.00332871960851649
 0.00012176297491561271 0.00810520245067166 0.009516105581455577
 0.011741963068781032 0.0028362728448348457 0.01750957930854163
 0.024924824584901598 0.0042575221558577864 0.00742619041407029
 0.009720870896080959 0.0025058272974526766 0.01064959761340815
 0.07007366932342712 0.0012107152780018143 0.001013092496664277
 0.0008861614191136793 0.0008585456045838186 0.0010867997697600455
 0.001057979103633359 0.004226704956632778 0.07185135163194939
 0.34000116613410775 0.018371646528907628 0.029051079887883042
 0.07379588086156469 0.020250647111055193 0.1913783656893368]"
Validation Data,Cycle Total,NA,Pandas,0.5,15446.134513570089,88.90578310502283,-0.7110184536784274,RandomForest,NA,NA
Train,Cycle Total,NA,KNN,0.3,8.143322475555219e-10,4.88599348531906e-07,0.9999999999999749,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.02444322057402657 0.042794452901562946 0.0021523103755103296
 0.002915826276845818 0.0017338269807748688 0.002427769051968604
 0.001274783214759042 0.010008337368911846 0.011006522954178333
 0.017146667441373335 0.0027565517154791866 0.012009164897326839
 0.02677510233343266 0.004526780306797419 0.010291901687317511
 0.01042318737583316 0.0044224989205446895 0.013133752282020994
 0.07158876447635222 0.0011877259691264585 0.000962458143731056
 0.0007944573383681407 0.0007743992029735894 0.001198826898325845
 0.000995691128963756 0.003275234526393793 0.05884582063309045
 0.3504087288087495 0.021151310318764938 0.037821523195965046
 0.06564573131428277 0.015619398624448569 0.16948727276179965]"
Test,Cycle Total,NA,KNN,0.3,69.25054127640578,5.1049101443769,0.9949333945854707,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.02444322057402657 0.042794452901562946 0.0021523103755103296
 0.002915826276845818 0.0017338269807748688 0.002427769051968604
 0.001274783214759042 0.010008337368911846 0.011006522954178333
 0.017146667441373335 0.0027565517154791866 0.012009164897326839
 0.02677510233343266 0.004526780306797419 0.010291901687317511
 0.01042318737583316 0.0044224989205446895 0.013133752282020994
 0.07158876447635222 0.0011877259691264585 0.000962458143731056
 0.0007944573383681407 0.0007743992029735894 0.001198826898325845
 0.000995691128963756 0.003275234526393793 0.05884582063309045
 0.3504087288087495 0.021151310318764938 0.037821523195965046
 0.06564573131428277 0.015619398624448569 0.16948727276179965]"
Validation Data,Cycle Total,NA,KNN,0.3,15919.78999185491,90.35841700913242,-0.763486808354428,RandomForest,NA,NA
Train,Cycle Total,NA,Pandas,0.3,0.0,0.0,1.0,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.027711746646890353 0.02520375018741136 0.0030841013225988653
 0.003657846722866837 0.0016485830938283237 0.0021236583669174093
 0.0012892838574324879 0.0080890425194498 0.009386594936574578
 0.011749629004699972 0.0025450829451365113 0.01372258153488562
 0.032482395307491335 0.004775205690915573 0.013348097391816046
 0.016254834170009162 0.0030547120354702216 0.010124923512872025
 0.08871110259404566 0.0010428810819133197 0.0009638389688816961
 0.0008490565263847725 0.0008348511565339756 0.0012370012076520264
 0.0010470265701636922 0.004197373255122215 0.07022474042069324
 0.33427014075377925 0.021973568373482893 0.03057561996890648
 0.08251346181872161 0.017828580894438915 0.15347868716201368]"
Test,Cycle Total,NA,Pandas,0.3,88.91374602963526,5.851700227963526,0.9934947675677833,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.027711746646890353 0.02520375018741136 0.0030841013225988653
 0.003657846722866837 0.0016485830938283237 0.0021236583669174093
 0.0012892838574324879 0.0080890425194498 0.009386594936574578
 0.011749629004699972 0.0025450829451365113 0.01372258153488562
 0.032482395307491335 0.004775205690915573 0.013348097391816046
 0.016254834170009162 0.0030547120354702216 0.010124923512872025
 0.08871110259404566 0.0010428810819133197 0.0009638389688816961
 0.0008490565263847725 0.0008348511565339756 0.0012370012076520264
 0.0010470265701636922 0.004197373255122215 0.07022474042069324
 0.33427014075377925 0.021973568373482893 0.03057561996890648
 0.08251346181872161 0.017828580894438915 0.15347868716201368]"
Validation Data,Cycle Total,NA,Pandas,0.3,15858.101897203198,89.96410388127853,-0.7566534178884436,RandomForest,NA,NA
Train,Cycle Total,NA,KNN,0.1,0.12378258773970165,0.19992768019537646,0.9999956680019928,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.02510670858294 0.03757182797842976 0.0019515036618542492
 0.005053331085592594 0.001736416332799028 0.0018413944129898282
 0.0021613890105446685 0.01025031922709145 0.00983749343235182
 0.019182460089111165 0.0027544826063441883 0.010155670063093798
 0.01989255388363293 0.0045160151926870356 0.009177233098985974
 0.004720373311519308 0.0032716773654906323 0.013392698690269923
 0.10050548245677497 0.0013517915726251157 0.0008925831334217406
 0.0008497012368287242 0.0006822143018676211 0.0011737083093216738
 0.000997979853167016 0.0025975986636898075 0.07566455192214257
 0.3916846181278331 0.022163215361404753 0.026197475349027707
 0.06732445251378424 0.013114617081098085 0.11222646209128449]"
Test,Cycle Total,NA,KNN,0.1,32.139551919410444,3.781567414732178,0.9968546349616036,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.02510670858294 0.03757182797842976 0.0019515036618542492
 0.005053331085592594 0.001736416332799028 0.0018413944129898282
 0.0021613890105446685 0.01025031922709145 0.00983749343235182
 0.019182460089111165 0.0027544826063441883 0.010155670063093798
 0.01989255388363293 0.0045160151926870356 0.009177233098985974
 0.004720373311519308 0.0032716773654906323 0.013392698690269923
 0.10050548245677497 0.0013517915726251157 0.0008925831334217406
 0.0008497012368287242 0.0006822143018676211 0.0011737083093216738
 0.000997979853167016 0.0025975986636898075 0.07566455192214257
 0.3916846181278331 0.022163215361404753 0.026197475349027707
 0.06732445251378424 0.013114617081098085 0.11222646209128449]"
Validation Data,Cycle Total,NA,KNN,0.1,17327.762633070877,94.7984092085236,-0.9194525076870608,RandomForest,NA,NA
Train,Cycle Total,NA,Pandas,0.1,0.0,0.0,1.0,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.025903844159997785 0.04206557250571495 0.002717867986408737
 0.0037041772332431157 0.0014869120959229108 0.0018003920978381287
 0.0017085632738894345 0.010898998058441314 0.018234494983137867
 0.01652320182670856 0.002948872661589165 0.014508282761249039
 0.02070221259125069 0.006394980707685896 0.009035993590404792
 0.00946853837628507 0.0038871438875522483 0.011393238870770693
 0.0662091896959781 0.00132632339046317 0.0010592371546073738
 0.0007268470240976757 0.0007867237339067869 0.0011244408786573144
 0.0008974358264929633 0.003199773907672635 0.07654535501471361
 0.4071453537988922 0.012679929668679816 0.04142768023490464
 0.0574310983699244 0.011062224272581026 0.11499509936033772]"
Test,Cycle Total,NA,Pandas,0.1,28.391872592592588,3.608695156695157,0.9972214048393933,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.025903844159997785 0.04206557250571495 0.002717867986408737
 0.0037041772332431157 0.0014869120959229108 0.0018003920978381287
 0.0017085632738894345 0.010898998058441314 0.018234494983137867
 0.01652320182670856 0.002948872661589165 0.014508282761249039
 0.02070221259125069 0.006394980707685896 0.009035993590404792
 0.00946853837628507 0.0038871438875522483 0.011393238870770693
 0.0662091896959781 0.00132632339046317 0.0010592371546073738
 0.0007268470240976757 0.0007867237339067869 0.0011244408786573144
 0.0008974358264929633 0.003199773907672635 0.07654535501471361
 0.4071453537988922 0.012679929668679816 0.04142768023490464
 0.0574310983699244 0.011062224272581026 0.11499509936033772]"
Validation Data,Cycle Total,NA,Pandas,0.1,17644.19423311644,95.78825684931506,-0.9545046630680261,RandomForest,NA,NA
Train,Cycle Total,Standard,KNN,0.5,0.03564152325872162,0.11286774740586844,0.999999055269307,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.018040492144679364 0.03960800183663553 0.002675764177728519
 0.0020027954532547193 0.002131465241602096 0.0016237755969975998
 9.175165921837875e-05 0.007493760406792124 0.007931488980666859
 0.009569184733548586 0.0025392741109632644 0.017935993447368275
 0.02585773301736738 0.008412975884871495 0.005480004351986314
 0.011067960831056878 0.0023513595374239724 0.009449225427895995
 0.06422784985994798 0.001120927649725806 0.0009547925702570549
 0.000855974319316252 0.0008104435835027056 0.0011075684632129836
 0.0010308381992371156 0.003975483855711097 0.07349808021032117
 0.3355561676991897 0.022561190214785323 0.027566100085005915
 0.0734037051445967 0.02005859390304166 0.19900927740209112]"
Test,Cycle Total,Standard,KNN,0.5,406.8576912938511,13.60685289170651,0.9732687275022124,RandomForest,"{'n_estimators': 100, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.018040492144679364 0.03960800183663553 0.002675764177728519
 0.0020027954532547193 0.002131465241602096 0.0016237755969975998
 9.175165921837875e-05 0.007493760406792124 0.007931488980666859
 0.009569184733548586 0.0025392741109632644 0.017935993447368275
 0.02585773301736738 0.008412975884871495 0.005480004351986314
 0.011067960831056878 0.0023513595374239724 0.009449225427895995
 0.06422784985994798 0.001120927649725806 0.0009547925702570549
 0.000855974319316252 0.0008104435835027056 0.0011075684632129836
 0.0010308381992371156 0.003975483855711097 0.07349808021032117
 0.3355561676991897 0.022561190214785323 0.027566100085005915
 0.0734037051445967 0.02005859390304166 0.19900927740209112]"
Validation Data,Cycle Total,Standard,KNN,0.5,8153.675205703541,59.98923122151974,0.09679093303231445,RandomForest,NA,NA
Train,Cycle Total,Standard,Pandas,0.5,1.2539899680836445e-08,3.6479708162387384e-06,0.9999999999996676,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.020335817485072145 0.03248198129398251 0.0028737739352145556
 0.0023518602831238125 0.0021569373521364847 0.0027296659797106733
 0.0001298576001522492 0.007667593381233561 0.008780360539459615
 0.010878304330812154 0.002750301871573013 0.018714543626939584
 0.02346104979836037 0.004158316070301513 0.006165027423835757
 0.008962852412207425 0.0025983279335406117 0.010811769825891038
 0.07211443131984173 0.0011633453574709674 0.0009990279027454723
 0.000877063509811423 0.0008449917101838803 0.0010978030129182733
 0.0010353824519699162 0.004165817276240674 0.07339452970783363
 0.35279307629568163 0.01880934976928898 0.027125639505322385
 0.07232579246549879 0.01902609121164876 0.18621931735999633]"
Test,Cycle Total,Standard,Pandas,0.5,314.0984795858413,12.54546454628363,0.9793631723607119,RandomForest,"{'n_estimators': 1000, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.020335817485072145 0.03248198129398251 0.0028737739352145556
 0.0023518602831238125 0.0021569373521364847 0.0027296659797106733
 0.0001298576001522492 0.007667593381233561 0.008780360539459615
 0.010878304330812154 0.002750301871573013 0.018714543626939584
 0.02346104979836037 0.004158316070301513 0.006165027423835757
 0.008962852412207425 0.0025983279335406117 0.010811769825891038
 0.07211443131984173 0.0011633453574709674 0.0009990279027454723
 0.000877063509811423 0.0008449917101838803 0.0010978030129182733
 0.0010353824519699162 0.004165817276240674 0.07339452970783363
 0.35279307629568163 0.01880934976928898 0.027125639505322385
 0.07232579246549879 0.01902609121164876 0.18621931735999633]"
Validation Data,Cycle Total,Standard,Pandas,0.5,8260.463545188242,61.907074771689494,0.08496164206404833,RandomForest,NA,NA
Train,Cycle Total,Standard,KNN,0.3,0.07526739200568396,0.15573157807234683,0.9999976767799902,RandomForest,"{'n_estimators': 50, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.02612325394499944 0.04057621030343954 0.0024688510946491047
 0.003860600023868552 0.0020544980058272606 0.002366497857499646
 0.0015212480512620556 0.011711462577264707 0.006892534257794834
 0.007073244302952296 0.0013790256020738568 0.013681551905039861
 0.029572198896619706 0.0029321791421971478 0.012505089393103212
 0.010743348704810043 0.003405149625814674 0.01132919284733372
 0.05910024517317662 0.0011491306086460944 0.0007709157751392861
 0.000789329901509836 0.0006335402018893063 0.000872661404762529
 0.0008882427909885232 0.003117998443740666 0.07027458003616643
 0.37243048438667975 0.02387408232760971 0.030510181509070665
 0.05786024581914211 0.017327355869192877 0.170204869215736]"
Test,Cycle Total,Standard,KNN,0.3,82.70486513444946,5.5351978267253825,0.9939490304368078,RandomForest,"{'n_estimators': 50, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.02612325394499944 0.04057621030343954 0.0024688510946491047
 0.003860600023868552 0.0020544980058272606 0.002366497857499646
 0.0015212480512620556 0.011711462577264707 0.006892534257794834
 0.007073244302952296 0.0013790256020738568 0.013681551905039861
 0.029572198896619706 0.0029321791421971478 0.012505089393103212
 0.010743348704810043 0.003405149625814674 0.01132919284733372
 0.05910024517317662 0.0011491306086460944 0.0007709157751392861
 0.000789329901509836 0.0006335402018893063 0.000872661404762529
 0.0008882427909885232 0.003117998443740666 0.07027458003616643
 0.37243048438667975 0.02387408232760971 0.030510181509070665
 0.05786024581914211 0.017327355869192877 0.170204869215736]"
Validation Data,Cycle Total,Standard,KNN,0.3,8175.925811708906,59.6104202475715,0.09432616118617654,RandomForest,NA,NA
Train,Cycle Total,Standard,Pandas,0.3,9.381107491856926e-08,9.337676438654634e-06,0.9999999999971044,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': False}","[0.022403244928651724 0.0425591279093549 0.0022232403616970495
 0.0038036212356794136 0.0018472104398280535 0.002342856597704805
 0.0012229217299633071 0.01035797468173521 0.011148595527884858
 0.01196016178302709 0.0025432905071076325 0.010200379008992837
 0.029736903607296503 0.0042573722963667755 0.010018980416575108
 0.011705130073733631 0.003163046198350675 0.01181802172842828
 0.07872929586656481 0.0010847188013533167 0.0009824914080613439
 0.0008405211197893956 0.0007575281368201662 0.0011415255645139705
 0.001047583315721744 0.0035025376540150375 0.06706767591734203
 0.3390432756559444 0.02416781888492477 0.038770177793653625
 0.0670646851089203 0.015883484796579285 0.16660460094341803]"
