Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance
Validation Data,Pedestrian Total,NA,KNN,0.1,55191699.30479452,6130.547488584475,-2.1344296226069464,KNN,NA,NA
Train,Pedestrian Total,NA,Pandas,0.1,2203.8890525049087,25.95386028247514,0.9999383305977525,KNN,"{'p': 1, 'n_neighbors': 2, 'leaf_size': 30}",Not Available
Test,Pedestrian Total,NA,Pandas,0.1,1890.2535612535612,31.194871794871794,0.999844951960652,KNN,"{'p': 1, 'n_neighbors': 2, 'leaf_size': 30}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.1,55191699.30479452,6130.547488584475,-2.1344296226069464,KNN,NA,NA
Train,Pedestrian Total,Standard,KNN,0.5,619996.4384644323,555.1421682626539,0.9867753965744932,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Test,Pedestrian Total,Standard,KNN,0.5,3403315.7034940724,1347.2938554491566,0.7339123560709675,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.5,2920623.8897020547,1281.5809703196348,0.8341328469373585,KNN,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.5,621091.5859302325,555.5576835385317,0.9867520369388095,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.5,3405656.892759918,1347.483527131783,0.7337293105970784,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2918777.918127854,1281.0762328767123,0.8342376827742243,KNN,NA,NA
Train,Pedestrian Total,Standard,KNN,0.3,486773.7719587183,490.6963122382503,0.9880051702954541,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Test,Pedestrian Total,Standard,KNN,0.3,2101645.6733143106,1111.6439426834563,0.8264345155611443,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.3,2341405.970109962,1134.0535877364646,0.8670276087943558,KNN,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.3,437748.8692149837,460.5464657980456,0.9892132168122719,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.3,2171757.260015198,1115.3109422492403,0.8206443142607862,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2414254.5321872146,1150.376689497717,0.8628904161763451,KNN,NA,NA
Train,Pedestrian Total,Standard,KNN,0.1,440306.9709924631,464.5221989993033,0.9876792946198176,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Test,Pedestrian Total,Standard,KNN,0.1,1149550.4231408802,815.7838013838013,0.9057081320236277,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 30}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.1,1815931.8202520735,1008.4745107632094,0.8968701713893743,KNN,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.1,440865.712901387,464.78428019507254,0.9876636598583968,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.1,1149433.312087912,815.6717134717134,0.9057177380571889,KNN,"{'p': 1, 'n_neighbors': 7, 'leaf_size': 40}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.1,1815030.6288440034,1007.8380463144161,0.8969213515682902,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.5,4417.866082991335,35.1922024623803,0.8828979991744305,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,NA,KNN,0.5,5750.27992248062,49.03714090287278,0.6221964022418631,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,NA,KNN,0.5,17372.502488584476,94.95308219178081,-0.9244084866947162,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.5,4423.244765161879,35.19792521659827,0.8827554293381921,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Cycle Total,NA,Pandas,0.5,5704.3275649794805,48.75004559963521,0.625215553695956,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.5,17372.502488584476,94.95308219178081,-0.9244084866947162,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.3,3425.7951335504886,30.433648208469055,0.8942586478443993,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,NA,KNN,0.3,2831.1005243161094,33.071846504559275,0.7928670450628835,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,NA,KNN,0.3,19218.60659817352,101.49906392694065,-1.128907430824936,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.3,3425.0524136807826,30.424934853420197,0.8942815728005727,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,NA,Pandas,0.3,2773.543320668693,32.71561550151976,0.7970781260778491,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.3,18409.101712328767,98.48002283105023,-1.039235947205111,KNN,NA,NA
Train,Cycle Total,NA,KNN,0.1,2916.5413997086575,28.26519728925201,0.89793030052035,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 30}",Not Available
Test,Cycle Total,NA,KNN,0.1,1920.0040113960115,28.219487179487178,0.8120971472729696,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 30}",Not Available
Validation Data,Cycle Total,NA,KNN,0.1,18621.89906392694,99.25280821917808,-1.0628082005192647,KNN,NA,NA
Train,Cycle Total,NA,Pandas,0.1,2912.1102641079233,28.204876812971058,0.8980853762134863,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 30}",Not Available
Test,Cycle Total,NA,Pandas,0.1,1806.9851851851852,27.246153846153845,0.8231578324230145,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 30}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.1,18661.0424109589,99.39575342465756,-1.0671442361177887,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.5,1409.268809849521,21.707523939808482,0.962645269405109,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,Standard,KNN,0.5,4079.881491108071,43.64083447332422,0.7319445441705528,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.5,4124.473821917808,41.73591324200913,0.5431186479170539,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.5,1409.0592065663473,21.701003191974465,0.9626508252466347,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Test,Cycle Total,Standard,Pandas,0.5,4138.476388508891,43.73155494756042,0.7280947554043131,KNN,"{'p': 2, 'n_neighbors': 5, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.5,3976.9754520547945,40.70511415525114,0.5594575210831125,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.3,1444.7861629994015,22.328152629129832,0.9554049099565027,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Test,Cycle Total,Standard,KNN,0.3,3024.087897773091,38.38748371689101,0.7787474316523517,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.3,3909.891247320846,39.096265492498375,0.5668886561770925,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.3,1447.6007345609255,22.346370404839462,0.9553180347666411,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Test,Cycle Total,Standard,Pandas,0.3,2955.408965789963,37.774506079027354,0.7837722161845176,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 20}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.3,3905.72210418414,39.12025440313111,0.567350485694158,KNN,NA,NA
Train,Cycle Total,Standard,KNN,0.1,1216.921509911964,19.33466337323453,0.9574116064941016,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Test,Cycle Total,Standard,KNN,0.1,1305.9414472934475,23.978461538461538,0.8721929110645527,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 40}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.1,4386.834255707762,40.971963470319636,0.514056131121327,KNN,NA,NA
Train,Cycle Total,Standard,Pandas,0.1,1322.0363440835197,21.871682817151182,0.9537329206589491,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Test,Cycle Total,Standard,Pandas,0.1,1846.108203965347,29.715181115181114,0.8193290243619624,KNN,"{'p': 2, 'n_neighbors': 7, 'leaf_size': 50}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.1,4102.884444599757,41.02447814742335,0.5455101733153442,KNN,NA,NA
Train,Pedestrian Total,NA,KNN,0.5,2.715997845954842e-13,2.0050521435292864e-08,1.0,Ridge,"{'normalize': False, 'alpha': 0.01}",Not Available
Test,Pedestrian Total,NA,KNN,0.5,1.3656133686912482e-12,5.0940036216742036e-08,1.0,Ridge,"{'normalize': False, 'alpha': 0.01}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.5,55732586.62198317,6175.037328716668,-2.165147524951751,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.5,8.372907697147993e-18,1.991780680500578e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,Pandas,0.5,0.013146545521717797,0.004598743293080702,0.9999999989721396,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.5,55733841.3595231,6175.037328759593,-2.1652187836113552,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.3,2.2149256073638165e-15,1.5597796619651645e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,KNN,0.3,2.5931960349359778e-14,7.438564306900704e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.3,55732701.552730665,6175.03732876799,-2.1651540520626034,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.3,1.8298761342050407e-08,6.503879855644474e-06,0.9999999999999996,Ridge,"{'normalize': False, 'alpha': 0.1}",Not Available
Test,Pedestrian Total,NA,Pandas,0.3,0.00018394860637376608,0.0007043729755131741,0.9999999999848085,Ridge,"{'normalize': False, 'alpha': 0.1}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.3,55732653.44708774,6175.037479803278,-2.1651513200620656,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.1,3.534605776495364e-16,1.707054663721191e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,KNN,0.1,2.529656822464818e-18,1.2789811835759183e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,KNN,0.1,55732897.05593722,6175.037328717574,-2.1651651550192015,Ridge,NA,NA
Train,Pedestrian Total,NA,Pandas,0.1,6.723501905592396e-16,2.976002249905521e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,NA,Pandas,0.1,8.916820980726559e-18,2.4005957427037244e-09,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,NA,Pandas,0.1,55732989.15158596,6175.037328650831,-2.1651703852863093,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.5,4.672830866085237e-06,0.0006264980841063625,0.9999999999999003,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.5,2.074372342599509e-05,0.0005821483456880129,0.9999999999983782,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.5,2665685.7722125524,1331.1282920807698,0.8486112122976605,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.5,6.00353738910628e-07,0.000593451838727505,0.9999999999999872,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.5,0.22019556246596395,0.019254806625917414,0.9999999827840484,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2669646.839092992,1331.9889255123041,0.8483862566336101,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.3,3.267604900812419e-06,0.000482113127585798,0.9999999999999195,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.3,3.420275725222908e-05,0.0005846892787201894,0.9999999999971754,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.3,2665685.799565989,1331.1282947635696,0.8486112107442128,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.3,3.04983667887715e-05,0.0006116225769763388,0.9999999999992485,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.3,0.3029361856038679,0.028821499612536744,0.99999997498186,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2669281.2764244187,1331.9096147768853,0.8484070175536711,Ridge,NA,NA
Train,Pedestrian Total,Standard,KNN,0.1,6.302318215601766e-07,0.00039497953085770166,0.9999999999999823,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,KNN,0.1,1.7064108541191235e-07,0.0003193240286656454,0.999999999999986,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,KNN,0.1,2665659.4137111967,1331.1225127300222,0.8486127092413767,Ridge,NA,NA
Train,Pedestrian Total,Standard,Pandas,0.1,9.056796412568708e-07,0.0004108035138656761,0.9999999999999747,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Pedestrian Total,Standard,Pandas,0.1,1.7215593243351942e-07,0.00032166964597736374,0.9999999999999859,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Pedestrian Total,Standard,Pandas,0.1,2665663.450235763,1331.1233769660616,0.8486124800003434,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.5,6.106360160427055e-13,1.4289952720825998e-07,1.0,Ridge,"{'normalize': False, 'alpha': 0.1}",Not Available
Test,Cycle Total,NA,KNN,0.5,7.950949884620515e-11,1.5428650492306151e-06,0.9999999999999948,Ridge,"{'normalize': False, 'alpha': 0.1}",Not Available
Validation Data,Cycle Total,NA,KNN,0.5,20296.10490464254,106.75125720198623,-1.248265415475144,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.5,0.08171784038354153,0.18965026721971415,0.9999978339491437,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.5,0.06413415557450731,0.18725596712370318,0.9999957862721395,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.5,20396.70596561026,107.50557580275091,-1.259409321519998,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.3,8.351767383269004e-19,4.3677908558793586e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,KNN,0.3,5.9568104042123805e-19,3.9072266660764253e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,KNN,0.3,20290.77906786453,106.75125571161838,-1.2476754552491438,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.3,6.33583877836535e-19,4.799922273997813e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.3,3.8466548049615454e-19,4.94630432635602e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.3,20294.86143864615,106.75125570866017,-1.2481276727107988,Ridge,NA,NA
Train,Cycle Total,NA,KNN,0.1,8.726530555233046e-19,4.0286614252559065e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,KNN,0.1,1.3403266002294001e-18,4.1822076510019517e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,KNN,0.1,20282.558055976417,106.75125571172592,-1.2467647870793113,Ridge,NA,NA
Train,Cycle Total,NA,Pandas,0.1,4.92835326368167e-19,4.164941482995576e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,NA,Pandas,0.1,2.415725332447339e-19,4.2799429540477757e-10,1.0,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,NA,Pandas,0.1,20286.467608897892,106.75125570866591,-1.2471978609456817,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.5,7.473394782654166e-08,5.096215339572313e-05,0.999999999998019,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.5,9.713892112433077e-06,0.0005403375875552691,0.9999999993617801,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.5,6201.34266299192,57.25533113887209,0.313057145485777,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.5,1.5829673900600987e-08,3.3481096598414374e-05,0.9999999999995804,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.5,4.939762848020302e-07,0.00021572128673046876,0.9999999999675449,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.5,6203.708707781938,57.273637486313795,0.3127950510249011,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.3,1.0524704030362044e-09,1.6145527340892435e-05,0.9999999999999675,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.3,7.43031100863881e-10,1.426228285924188e-05,0.9999999999999456,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.3,6203.937263750072,57.274528396480804,0.31276973313848544,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.3,8.624778058582055e-10,1.8019461325353733e-05,0.9999999999999734,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.3,5.184622661127193e-10,1.8106317050085613e-05,0.999999999999962,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.3,6203.956751926425,57.27470993927737,0.3127675743699381,Ridge,NA,NA
Train,Cycle Total,Standard,KNN,0.1,7.53644231997981e-10,1.3207382130509045e-05,0.9999999999999736,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,KNN,0.1,1.0182603894903418e-09,1.228857911224296e-05,0.9999999999999003,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,KNN,0.1,6203.939625110025,57.27454469345272,0.3127694715629792,Ridge,NA,NA
Train,Cycle Total,Standard,Pandas,0.1,6.164705235894973e-10,1.4917464984199439e-05,0.9999999999999785,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Test,Cycle Total,Standard,Pandas,0.1,2.976226302357027e-10,1.4908426723318021e-05,0.9999999999999709,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available
Validation Data,Cycle Total,Standard,Pandas,0.1,6203.957927049398,57.274715224415004,0.31276744419775215,Ridge,NA,NA
Train,Pedestrian Total,NA,KNN,0.5,1.2887124620511168,0.665924356644359,0.9999999725115981,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03256702792976855 0.01391785288471159 0.019340517055933815
 0.004236586560013697 0.017111029983592357 0.0002592238376789396
 0.003080108995181297 0.0020525169794322336 0.0021878186570275294
 0.008123172670312975 0.002044045585046517 0.0006396425055979018
 0.05461853889095852 0.014384519871236106 0.007560779046804645
 0.025934694076432376 0.32131120852091677 0.26393897576855335
 0.013127649226934764 0.15644613495888354 0.0371179559949825]"
Test,Pedestrian Total,NA,KNN,0.5,117768.73821145797,222.61208779728688,0.9907922717698481,RandomForest,"{'n_estimators': 1000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03256702792976855 0.01391785288471159 0.019340517055933815
 0.004236586560013697 0.017111029983592357 0.0002592238376789396
 0.003080108995181297 0.0020525169794322336 0.0021878186570275294
 0.008123172670312975 0.002044045585046517 0.0006396425055979018
 0.05461853889095852 0.014384519871236106 0.007560779046804645
 0.025934694076432376 0.32131120852091677 0.26393897576855335
 0.013127649226934764 0.15644613495888354 0.0371179559949825]"
Validation Data,Pedestrian Total,NA,KNN,0.5,52915382.44882934,5939.098105170282,-2.005153751893595,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.5,1.3182285599017565,0.7119835698049602,0.9999999718820161,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03097812253647116 0.012340376040869076 0.02020897178848476
 0.0027571289893965597 0.015356501003595233 0.0002512201006656687
 0.0029142303806385028 0.0016519708191209336 0.0016466206084923465
 0.008517125120395912 0.0018308450854352851 0.0005690287491403681
 0.057071653791481394 0.012114506877405274 0.006637880665797838
 0.027087890534859205 0.30945338454412286 0.28001109890049863
 0.011610089855676771 0.1652162714320527 0.03177508217539939]"
Test,Pedestrian Total,NA,Pandas,0.5,112824.71513987893,218.7932543203846,0.9911788193502845,RandomForest,"{'n_estimators': 500, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03097812253647116 0.012340376040869076 0.02020897178848476
 0.0027571289893965597 0.015356501003595233 0.0002512201006656687
 0.0029142303806385028 0.0016519708191209336 0.0016466206084923465
 0.008517125120395912 0.0018308450854352851 0.0005690287491403681
 0.057071653791481394 0.012114506877405274 0.006637880665797838
 0.027087890534859205 0.30945338454412286 0.28001109890049863
 0.011610089855676771 0.1652162714320527 0.03177508217539939]"
Validation Data,Pedestrian Total,NA,Pandas,0.5,52896721.7777804,5937.690266717766,-2.00409398093437,RandomForest,NA,NA
Train,Pedestrian Total,NA,KNN,0.3,10.127325072753031,1.6574166887460335,0.9999997504476481,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.0438548500984022 0.013586424089469525 0.012942107976670723
 0.0049500540944825856 0.02205446562849796 0.0003183012998151422
 0.0017087934690330961 0.0016623858256891006 0.001776304721303044
 0.00459298017110682 0.0014839286314502582 0.0005214810347380366
 0.03547543968554126 0.009626991130151271 0.004120471775844808
 0.016881484892216286 0.3037485994918668 0.2670492498176464
 0.018898396343818267 0.18256241891995334 0.052184870902303]"
Test,Pedestrian Total,NA,KNN,0.3,27344.288621334053,111.07366727511825,0.9977417579178733,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 20, 'bootstrap': False}","[0.0438548500984022 0.013586424089469525 0.012942107976670723
 0.0049500540944825856 0.02205446562849796 0.0003183012998151422
 0.0017087934690330961 0.0016623858256891006 0.001776304721303044
 0.00459298017110682 0.0014839286314502582 0.0005214810347380366
 0.03547543968554126 0.009626991130151271 0.004120471775844808
 0.016881484892216286 0.3037485994918668 0.2670492498176464
 0.018898396343818267 0.18256241891995334 0.052184870902303]"
Validation Data,Pedestrian Total,NA,KNN,0.3,53968405.814608306,6028.3455005707765,-2.064956723582639,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.3,0.0,0.0,1.0,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.03551377050103915 0.013641123113886499 0.02247254210341768
 0.00295362515964922 0.026756077968109592 0.00020136464081467234
 0.0032057763028030834 0.001801740288770372 0.0016290880817424335
 0.0047621055099425725 0.001960960678801504 0.0006410756288255085
 0.04227288183345705 0.008153371196703016 0.004736759925879603
 0.029538560705516827 0.3134059797995868 0.2689517736315733
 0.01746343676761946 0.16039398099393543 0.03954400516792649]"
Test,Pedestrian Total,NA,Pandas,0.3,26131.88801010638,108.36317629179331,0.9978418846433693,RandomForest,"{'n_estimators': 100, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': False}","[0.03551377050103915 0.013641123113886499 0.02247254210341768
 0.00295362515964922 0.026756077968109592 0.00020136464081467234
 0.0032057763028030834 0.001801740288770372 0.0016290880817424335
 0.0047621055099425725 0.001960960678801504 0.0006410756288255085
 0.04227288183345705 0.008153371196703016 0.004736759925879603
 0.029538560705516827 0.3134059797995868 0.2689517736315733
 0.01746343676761946 0.16039398099393543 0.03954400516792649]"
Validation Data,Pedestrian Total,NA,Pandas,0.3,53423530.90721568,5984.125660958904,-2.0340123592695383,RandomForest,NA,NA
Train,Pedestrian Total,NA,KNN,0.1,1.5329176992851257,0.7910461117671795,0.9999999571057726,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03232273676711119 0.009320208395241872 0.02236098440873454
 0.0049174748368388714 0.016356152950394654 0.00019515217343277948
 0.0020384558265797038 0.0015050631468430187 0.0013366319845562438
 0.0046166067946857275 0.0014330956408722733 0.00046643934361551546
 0.044673677853154785 0.007667937879101095 0.004091108243664879
 0.026703456028534495 0.33423771854011464 0.27246780349777794
 0.011172605043575451 0.15741326444735843 0.04470342619781201]"
Test,Pedestrian Total,NA,KNN,0.1,4798.883797032804,44.24844996047372,0.9996063715794324,RandomForest,"{'n_estimators': 2000, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}","[0.03232273676711119 0.009320208395241872 0.02236098440873454
 0.0049174748368388714 0.016356152950394654 0.00019515217343277948
 0.0020384558265797038 0.0015050631468430187 0.0013366319845562438
 0.0046166067946857275 0.0014330956408722733 0.00046643934361551546
 0.044673677853154785 0.007667937879101095 0.004091108243664879
 0.026703456028534495 0.33423771854011464 0.27246780349777794
 0.011172605043575451 0.15741326444735843 0.04470342619781201]"
Validation Data,Pedestrian Total,NA,KNN,0.1,54113545.57919923,6040.266144458713,-2.0731994554296813,RandomForest,NA,NA
Train,Pedestrian Total,NA,Pandas,0.1,26562.04548483121,68.40830958262083,0.99925673868852,RandomForest,"{'n_estimators': 10, 'max_features': 'log2', 'max_depth': 100, 'bootstrap': True}","[0.019411864927016534 0.002066257646708108 0.05386609614797934
 0.014881687103003563 0.028858064422763098 0.00027479067700284437
 0.002407430871273572 0.002591733858618093 0.0007723850778717089
 0.0031129467005402717 0.000984374695853839 0.0004084215969318634
 0.030107994677514655 0.014029491176038016 0.010473929773062614
 0.01076363854066239 0.36705827661688306 0.27507184691310016
 0.02026337088266309 0.08185875096213978 0.0607366467323735]"
