Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance,Outliers
Test,Pedestrian Total,Standard,KNN,0.5,1168732.983746691,768.3126736471277,0.9086228157710945,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.018957633989425057 0.10875253276975502 0.03720334336443793
 0.0018088095886510116 0.014478957956216933 0.001947523551733901
 0.0008638145987484401 0.0016795372495390436 0.0004948963796482747
 0.003373436316001105 0.0009332570486002436 0.0008417500722510441
 0.0014647537059788193 0.0021487388237873607 0.001170652991432166
 0.00303835461029582 0.7909865871593748 0.0002037658800251308
 0.0002038632801076522 0.002588155213124085 0.0025829970162420846
 0.00016036034790830402 0.0035138945598956342 0.00013181269340277658
 0.0004705708334173455]",Not Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,4134357.150366775,1458.2017418223875,0.7652028894602141,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,Pandas,0.5,128666.64081079708,229.92190834473325,0.9972555240752201,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.021192750538723645 0.10836963568570268 0.03682252358057081
 0.0019482595290339472 0.014276275095557728 0.0019058466163916754
 0.0009154855227689507 0.0016078366364173753 0.0004959644203383722
 0.003246044188939989 0.0009671515436251316 0.0008656906791930753
 0.0014965716740309493 0.002134604695990592 0.00125582267199929
 0.0030105701437016614 0.7895699166338485 0.00021039431033892492
 0.0002100817201695464 0.002546410093394833 0.0025460258010372135
 0.00016423831009472576 0.0036000009830937352 0.0001410554263236206
 0.000500843498713048]",Not Removed
Test,Pedestrian Total,Standard,Pandas,0.5,5230824.7351879645,1966.9236925444593,0.5910288815807196,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.021192750538723645 0.10836963568570268 0.03682252358057081
 0.0019482595290339472 0.014276275095557728 0.0019058466163916754
 0.0009154855227689507 0.0016078366364173753 0.0004959644203383722
 0.003246044188939989 0.0009671515436251316 0.0008656906791930753
 0.0014965716740309493 0.002134604695990592 0.00125582267199929
 0.0030105701437016614 0.7895699166338485 0.00021039431033892492
 0.0002100817201695464 0.002546410093394833 0.0025460258010372135
 0.00016423831009472576 0.0036000009830937352 0.0001410554263236206
 0.000500843498713048]",Not Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,5562491.8234435,1877.2486539954336,0.6840967144239454,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,KNN,0.3,114656.47930990654,214.27272719869705,0.9971746938247902,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.01338031096040332 0.09279086413471535 0.04197601790463552
 0.002236442954031416 0.017030727459659306 0.00226971070863936
 0.0009244700971768868 0.001827644082748454 0.0003991098680754078
 0.0022452790552359467 0.0008858540215797469 0.0007901921265351656
 0.001483003508583584 0.0019055933322217526 0.0012464208344791466
 0.0036539088414278445 0.8088382995058514 0.0002316077742655929
 0.00023131963541475284 0.0019316904408852023 0.0019743116744675806
 0.0002033788851277468 0.001126736907507469 0.0001712768926347729
 0.00024582839369735804]",Not Removed
Test,Pedestrian Total,Standard,KNN,0.3,508994.57997036923,495.0837416413374,0.9579644218951571,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.01338031096040332 0.09279086413471535 0.04197601790463552
 0.002236442954031416 0.017030727459659306 0.00226971070863936
 0.0009244700971768868 0.001827644082748454 0.0003991098680754078
 0.0022452790552359467 0.0008858540215797469 0.0007901921265351656
 0.001483003508583584 0.0019055933322217526 0.0012464208344791466
 0.0036539088414278445 0.8088382995058514 0.0002316077742655929
 0.00023131963541475284 0.0019316904408852023 0.0019743116744675806
 0.0002033788851277468 0.001126736907507469 0.0001712768926347729
 0.00024582839369735804]",Not Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,4035350.4045425146,1398.9995657534248,0.7708256494197453,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,Pandas,0.3,135276.21461025224,239.54358384054305,0.996666592879899,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.018521238917892494 0.009544027003723346 0.010744834289472066
 0.006981236751016534 0.031305008328820286 0.002770441087682483
 0.0009781446280865216 0.0027623587248093422 0.0004491187558088295
 0.002701808026000855 0.0009580715110752174 0.000801585940658318
 0.0015647266689406522 0.00185640836070755 0.0019022971960986597
 0.004609076964602753 0.891030282448631 0.00024280432431876878
 0.00026777883982835663 0.0038808746834503075 0.004244465912774218
 0.00015815741499982573 0.0012690760703605772 0.0002139946131401714
 0.00024218253710074048]",Not Removed
Test,Pedestrian Total,Standard,Pandas,0.3,978082.5999739743,705.995083967129,0.919224547486169,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.018521238917892494 0.009544027003723346 0.010744834289472066
 0.006981236751016534 0.031305008328820286 0.002770441087682483
 0.0009781446280865216 0.0027623587248093422 0.0004491187558088295
 0.002701808026000855 0.0009580715110752174 0.000801585940658318
 0.0015647266689406522 0.00185640836070755 0.0019022971960986597
 0.004609076964602753 0.891030282448631 0.00024280432431876878
 0.00026777883982835663 0.0038808746834503075 0.004244465912774218
 0.00015815741499982573 0.0012690760703605772 0.0002139946131401714
 0.00024218253710074048]",Not Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,4454858.219111844,1552.8536864478106,0.7470010935995011,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,KNN,0.1,102422.06799892965,197.2591329406549,0.9971340173847363,RandomForest,"{'n_estimators': 100, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.024422231149666924 0.10112985505718404 0.04656554376946619
 0.001944239509013454 0.009620587735138832 0.0022053588792834418
 0.0009156393482948623 0.0015874908237203337 0.0004101484494550915
 0.001787096751489983 0.0008395743065267324 0.0007647132508111372
 0.0013480021410343312 0.0017178033616489093 0.0011684155895819576
 0.002746279564104171 0.7942278846489752 0.0001933538499205468
 0.00019493377765163924 0.0022066415176358913 0.0021131348888779084
 0.00014449150955255354 0.0013842644369469565 9.956141504396319e-05
 0.00026275426897495594]",Not Removed
Test,Pedestrian Total,Standard,KNN,0.1,357211.6542982906,413.84187464387463,0.970699715759586,RandomForest,"{'n_estimators': 100, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.024422231149666924 0.10112985505718404 0.04656554376946619
 0.001944239509013454 0.009620587735138832 0.0022053588792834418
 0.0009156393482948623 0.0015874908237203337 0.0004101484494550915
 0.001787096751489983 0.0008395743065267324 0.0007647132508111372
 0.0013480021410343312 0.0017178033616489093 0.0011684155895819576
 0.002746279564104171 0.7942278846489752 0.0001933538499205468
 0.00019493377765163924 0.0022066415176358913 0.0021131348888779084
 0.00014449150955255354 0.0013842644369469565 9.956141504396319e-05
 0.00026275426897495594]",Not Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,3967887.895925856,1352.4448070776255,0.7746569589841721,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Standard,Pandas,0.1,513870.8638623357,510.2530995571565,0.9856208238020016,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}","[0.016807380525298794 0.008669891975713129 0.008865807130555094
 0.005335504822033992 0.02839688674166817 0.0027393150494017136
 0.000556063119775999 0.0037115013891640147 0.00022563838972798243
 0.001777632857756258 0.000379040007431538 0.00043027414102223086
 0.0008720690630189401 0.0009078989158148462 0.0013542214486432463
 0.0045228601404470594 0.9035676017671339 0.0001152471981456902
 0.00010715692989261641 0.004688980838679846 0.00464635870565059
 6.137891866859639e-05 0.0010158420961903407 5.942491110076051e-05
 0.00018602291706477204]",Not Removed
Test,Pedestrian Total,Standard,Pandas,0.1,1023409.6985268502,726.4633241724811,0.9160548243585774,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}","[0.016807380525298794 0.008669891975713129 0.008865807130555094
 0.005335504822033992 0.02839688674166817 0.0027393150494017136
 0.000556063119775999 0.0037115013891640147 0.00022563838972798243
 0.001777632857756258 0.000379040007431538 0.00043027414102223086
 0.0008720690630189401 0.0009078989158148462 0.0013542214486432463
 0.0045228601404470594 0.9035676017671339 0.0001152471981456902
 0.00010715692989261641 0.004688980838679846 0.00464635870565059
 6.137891866859639e-05 0.0010158420961903407 5.942491110076051e-05
 0.00018602291706477204]",Not Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,4415000.947385413,1529.7827875163816,0.7492646552355671,RandomForest,NA,NA,Not Removed
Train,Pedestrian Total,Not Scaled,KNN,0.5,993533.5117637826,691.084352630918,0.956162339241191,KNN,"{'p': 1, 'n_neighbors': 20, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.5,507208.570585447,526.2050791059769,0.9573233197234398,KNN,"{'p': 1, 'n_neighbors': 20, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.5,52362871.28591642,5908.722220923437,-2.0005794399758177,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.5,1160387.916957456,757.3104650676044,0.9488002254076999,KNN,"{'p': 1, 'n_neighbors': 30, 'leaf_size': 30}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.5,1583326.9580868073,945.1267244265863,0.866778397917182,KNN,"{'p': 1, 'n_neighbors': 30, 'leaf_size': 30}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.5,52145145.667007595,5890.248988895383,-1.9881029848156984,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.3,682668.6379216003,551.6265966989595,0.9679486709899912,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.3,446536.62556183303,477.7973216154007,0.9618273698476142,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.3,53433442.94113384,5998.574564582115,-2.0619270173484563,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.3,818739.3725897021,616.4560369573018,0.9615601427301331,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.3,1475751.4241096464,868.2826532747437,0.8738439131649826,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 40}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.3,52449988.12849678,5915.115406195208,-2.005571546029264,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.1,585577.9924054694,501.7607646155993,0.970173200926338,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.1,403830.95671688643,460.0398618957941,0.966995106392507,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.1,53502463.06514903,6003.818690824079,-2.0658821168297994,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.1,912644.9125023641,660.8359006557833,0.9535138328560012,KNN,"{'p': 1, 'n_neighbors': 15, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.1,1371074.8839422474,835.5390249006067,0.8879427643677532,KNN,"{'p': 1, 'n_neighbors': 15, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.1,52363278.452745244,5908.703572959283,-2.0006027720885378,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,1443976.264268806,855.2435074720584,0.9362874620057725,KNN,"{'p': 2, 'n_neighbors': 20, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.5,7405479.619272664,2101.7654633350076,0.37690073801101065,KNN,"{'p': 2, 'n_neighbors': 20, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,5669196.935260081,1770.980911747516,0.6751347787589604,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,1503578.1316024112,867.2928795680019,0.9336576499160688,KNN,"{'p': 2, 'n_neighbors': 20, 'leaf_size': 30}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.5,13799949.48173594,3090.1736690105477,-0.16113186176043137,KNN,"{'p': 2, 'n_neighbors': 20, 'leaf_size': 30}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,6013121.182182058,1913.9922326125072,0.6554266917331673,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,1096452.3778471474,740.3874058127018,0.9485215023013531,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 50}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.3,4173766.756942875,1611.260577526679,0.6432013733371992,KNN,"{'p': 2, 'n_neighbors': 10, 'leaf_size': 50}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,3934288.6986253653,1412.483483343074,0.7745512136726618,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.3,833823.1764190886,634.021528525296,0.9608519573347559,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 20}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.3,5902939.550257376,1924.8791378949568,0.4953813072324038,KNN,"{'p': 1, 'n_neighbors': 5, 'leaf_size': 20}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,4904889.234365867,1632.468684979544,0.7189323383044621,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.1,983125.2563408678,676.7626831310172,0.9499238703205615,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.1,1355737.8338794727,892.3985561833019,0.8891962534753987,KNN,"{'p': 1, 'n_neighbors': 10, 'leaf_size': 30}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,4126634.895906488,1370.6076680303916,0.763529089966575,KNN,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.1,2076073.7380060616,978.5496930375332,0.8942538226355738,KNN,"{'p': 1, 'n_neighbors': 30, 'leaf_size': 50}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.1,3390063.997518309,1348.853232893911,0.7229318364537213,KNN,"{'p': 1, 'n_neighbors': 30, 'leaf_size': 50}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,4504946.93070602,1498.4137892070914,0.741850459944233,KNN,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.5,1397729.929911221,871.1085302105881,0.9383279881610576,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.5,915249.7327457657,746.3347208650911,0.9229906147435298,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.5,20960668.688939013,3393.4901737252444,-0.20112113739437665,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.5,1443520.3941052607,889.0146842688849,0.9363075763565648,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.5,2274361.802082694,1260.3127995606578,0.8086345202158748,Ridge,"{'normalize': True, 'alpha': 0.001}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.5,16901683.072396602,3220.1784934179454,0.03147322744960168,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.3,1207049.768609084,794.8040339636582,0.9433289488983558,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.3,765746.5489394561,671.786860696271,0.9345393902093613,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.3,25665919.12553746,3724.923420209497,-0.47074878334418657,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.3,1385127.0688541117,867.7971298823174,0.9349682101411977,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.3,1684209.9525450396,1006.8860157260796,0.8560236273193079,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.3,19957646.139072936,3373.0465292586828,-0.1436443648826724,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.1,1092981.3394239058,752.8051444576417,0.9443282786835239,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,KNN,0.1,710973.7889837178,634.7314189470784,0.9418924828004831,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.1,24143892.41339842,3630.141723138412,-0.3835312196891787,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.1,1389132.758917379,880.836701504302,0.9292436119112534,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.1,1674000.3561290752,935.1203123597513,0.8631848234168935,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.1,17514213.927072324,3262.094082222621,-0.0036269770226675657,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,1397954.1553744592,871.2321693353736,0.9383180946650914,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.5,913730.4994234717,745.9402370079717,0.9231184434879972,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,1643702.7964251954,925.8352010632567,0.9058099623786152,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,1443762.5755067337,889.188076468406,0.9362968905910681,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.5,2275207.9718973264,1260.8386735012955,0.808563323235514,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2191511.0142180393,1084.536367679254,0.8744185960346327,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,1207177.99910137,794.7203839383108,0.9433229284698945,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.3,761612.5492148149,669.9479868750111,0.9348927893114848,Ridge,"{'normalize': False, 'alpha': 10}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,1783396.186973567,969.6088845931288,0.8978050324485658,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.3,1385125.9463426417,867.7579726371154,0.9349682628431711,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.3,1684570.3198010447,1006.9874663321941,0.855992820963916,Ridge,"{'normalize': False, 'alpha': 0.001}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,2238894.2473034663,1105.9721168461315,0.8717033676389364,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.1,1092982.0334587423,752.8032723736354,0.9443282433324043,Ridge,"{'normalize': False, 'alpha': 1}",Not Available,Removed
Test,Pedestrian Total,Standard,KNN,0.1,710863.4744515124,634.6828648230526,0.9419014987497021,Ridge,"{'normalize': False, 'alpha': 1}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,1855497.790585925,989.3411710754701,0.8936733531866091,Ridge,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.1,1389246.0871810527,880.9573073771872,0.9292378394618208,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Test,Pedestrian Total,Standard,Pandas,0.1,1675438.882026667,935.4375273642378,0.8630672534450725,Ridge,"{'normalize': False, 'alpha': 5}",Not Available,Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,2127629.8497727616,1098.6402143406808,0.8780792147885124,Ridge,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.5,85664.86932416042,203.3192275925785,0.9962202105556425,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10139779363647225 0.023524156826478404 0.045897382410078284
 0.0018394946166430024 0.008783565440521472 0.0024460474613756476
 0.0009680194860549651 0.0015756696850431926 0.0005500299759531781
 0.008838975454386094 0.0012063735675315213 0.0010902720464852438
 0.001921661730826705 0.0019877894487285563 0.0013419133720453935
 0.006262793423941232 0.768258521322678 0.0003879282225381219
 0.0003986128028286819 0.006131798807364508 0.006318876005389596
 0.00029612545821392844 0.00738121570961468 0.0002718882165018024
 0.0009230948723054457]",Removed
Test,Pedestrian Total,Not Scaled,KNN,0.5,951042.3413098833,677.1082837164129,0.9199790139927938,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10139779363647225 0.023524156826478404 0.045897382410078284
 0.0018394946166430024 0.008783565440521472 0.0024460474613756476
 0.0009680194860549651 0.0015756696850431926 0.0005500299759531781
 0.008838975454386094 0.0012063735675315213 0.0010902720464852438
 0.001921661730826705 0.0019877894487285563 0.0013419133720453935
 0.006262793423941232 0.768258521322678 0.0003879282225381219
 0.0003986128028286819 0.006131798807364508 0.006318876005389596
 0.00029612545821392844 0.00738121570961468 0.0002718882165018024
 0.0009230948723054457]",Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.5,51195016.114963606,5824.738648778642,-1.9336571698868403,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.5,97789.42261364992,214.16775935578846,0.995685239115159,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.09684864868915218 0.013433068558652375 0.028183159332773895
 0.0025192124721310437 0.01701900501386681 0.0027355142073818566
 0.001074804254497667 0.0020396003101772506 0.0006228242423480308
 0.008333225311928443 0.0012794154231499822 0.0011419881327225487
 0.0020820479655189517 0.0023033105899780562 0.0015674624720856056
 0.006671605896856192 0.7885314993820244 0.00046435119668059683
 0.0005342076243572413 0.006959948588046321 0.006652446769907819
 0.0002776965482163341 0.007428108776113415 0.00023607740722436546
 0.0010607708342087305]",Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.5,1618011.325049612,920.6331278291367,0.863860044945035,RandomForest,"{'n_estimators': 50, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.09684864868915218 0.013433068558652375 0.028183159332773895
 0.0025192124721310437 0.01701900501386681 0.0027355142073818566
 0.001074804254497667 0.0020396003101772506 0.0006228242423480308
 0.008333225311928443 0.0012794154231499822 0.0011419881327225487
 0.0020820479655189517 0.0023033105899780562 0.0015674624720856056
 0.006671605896856192 0.7885314993820244 0.00046435119668059683
 0.0005342076243572413 0.006959948588046321 0.006652446769907819
 0.0002776965482163341 0.007428108776113415 0.00023607740722436546
 0.0010607708342087305]",Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.5,50603721.56314395,5774.003767387492,-1.8997738813736498,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.3,78368.25217335914,189.19894575468507,0.9963206063750124,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.04448765515569192 0.037944542630784235 0.039281246884881896
 0.0020967921217315867 0.00784171485970332 0.0034968142281881424
 0.0009066842734937213 0.0015863046253540914 0.00042601586903992836
 0.004069564830834004 0.0011753358865859165 0.001049136683415809
 0.0019634216441858704 0.0018758825660933913 0.001276118697698629
 0.005490043397838725 0.8276884896347314 0.00034656445417842913
 0.0003415350219087138 0.006566413594977704 0.006256480049413934
 0.0003202775671348835 0.0029281286960004607 0.0002739599255151792
 0.0003108767006182228]",Removed
Test,Pedestrian Total,Not Scaled,KNN,0.3,468464.9795367288,477.1868103740268,0.9599528025708961,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.04448765515569192 0.037944542630784235 0.039281246884881896
 0.0020967921217315867 0.00784171485970332 0.0034968142281881424
 0.0009066842734937213 0.0015863046253540914 0.00042601586903992836
 0.004069564830834004 0.0011753358865859165 0.001049136683415809
 0.0019634216441858704 0.0018758825660933913 0.001276118697698629
 0.005490043397838725 0.8276884896347314 0.00034656445417842913
 0.0003415350219087138 0.006566413594977704 0.006256480049413934
 0.0003202775671348835 0.0029281286960004607 0.0002739599255151792
 0.0003108767006182228]",Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.3,52825049.792322055,5951.423096392913,-2.0270639181922077,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.3,90017.1766420671,205.07925170434154,0.9957736887490672,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.051334000038102526 0.01023879837648473 0.008258707053188987
 0.006957815999524526 0.031021994277327495 0.004852169653835628
 0.001279977858921518 0.002657620618669476 0.0004993038257253102
 0.006135997734050474 0.0012627603965776513 0.0011373592662808879
 0.002096658543624298 0.002157102853739073 0.0020618007529617185
 0.008482110022342077 0.8463824381402867 0.00045139931264472473
 0.0004549654743239783 0.004922245360183037 0.005013625755794848
 0.00026041504155811503 0.0014532506167368136 0.0002540504660130906
 0.00037343256110223047]",Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.3,972323.8344494731,705.0917614563716,0.9168799242971619,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.051334000038102526 0.01023879837648473 0.008258707053188987
 0.006957815999524526 0.031021994277327495 0.004852169653835628
 0.001279977858921518 0.002657620618669476 0.0004993038257253102
 0.006135997734050474 0.0012627603965776513 0.0011373592662808879
 0.002096658543624298 0.002157102853739073 0.0020618007529617185
 0.008482110022342077 0.8463824381402867 0.00045139931264472473
 0.0004549654743239783 0.004922245360183037 0.005013625755794848
 0.00026041504155811503 0.0014532506167368136 0.0002540504660130906
 0.00037343256110223047]",Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.3,52692910.498014934,5942.297399415546,-2.019491864941997,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,KNN,0.1,74512.79170268046,180.46358099877816,0.9962046420880609,RandomForest,"{'n_estimators': 100, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.0395436384641622 0.05410433730497362 0.07801715241618871
 0.00220052049842989 0.00449558318410536 0.003648765664645205
 0.0009566155059392903 0.0015423518682316068 0.00037327915470893296
 0.0023967854469585837 0.0010613167790806957 0.000978175945936339
 0.0019501318152339519 0.001858727547113223 0.0013074457476761965
 0.0048716894822888115 0.7871728277783598 0.0003248726947189883
 0.0003412484993991002 0.004552572415669957 0.004035726600266132
 0.00024757376068389994 0.003632260660805101 0.0001644499986199682
 0.00022195076580444175]",Removed
