Data Set,Label,Scaled,Imputer,Split,MSE,MAE,R2,Model,Best Params,feature importance,Outliers
Test,Pedestrian Total,Not Scaled,KNN,0.1,315065.4345271407,386.5633730184353,0.9742498662546639,RandomForest,"{'n_estimators': 100, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.0395436384641622 0.05410433730497362 0.07801715241618871
 0.00220052049842989 0.00449558318410536 0.003648765664645205
 0.0009566155059392903 0.0015423518682316068 0.00037327915470893296
 0.0023967854469585837 0.0010613167790806957 0.000978175945936339
 0.0019501318152339519 0.001858727547113223 0.0013074457476761965
 0.0048716894822888115 0.7871728277783598 0.0003248726947189883
 0.0003412484993991002 0.004552572415669957 0.004035726600266132
 0.00024757376068389994 0.003632260660805101 0.0001644499986199682
 0.00022195076580444175]",Removed
Validation Data,Pedestrian Total,Not Scaled,KNN,0.1,52860500.15739896,5950.929287077032,-2.0290953506552705,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Not Scaled,Pandas,0.1,89814.58022527267,209.36778880486088,0.9954252354545292,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.04384345012524402 0.008562120341654425 0.006665681807314948
 0.006431477541934553 0.03394066857100738 0.006496830951780458
 0.0015905952770948904 0.003715104986538469 0.0005181863012611202
 0.004665147963122674 0.0013771535741067653 0.0012524158232828468
 0.002484934740496104 0.0022657550726628358 0.003173237996649007
 0.010683032182070964 0.8484090836245194 0.00043642557084086784
 0.0004385831133834994 0.0052275505771314955 0.005455247071643042
 0.0003299365896063809 0.0014263484215233375 0.0002677415628858305
 0.0003432902122447181]",Removed
Test,Pedestrian Total,Not Scaled,Pandas,0.1,920078.4515529426,693.237432651211,0.9248024677183396,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.04384345012524402 0.008562120341654425 0.006665681807314948
 0.006431477541934553 0.03394066857100738 0.006496830951780458
 0.0015905952770948904 0.003715104986538469 0.0005181863012611202
 0.004665147963122674 0.0013771535741067653 0.0012524158232828468
 0.002484934740496104 0.0022657550726628358 0.003173237996649007
 0.010683032182070964 0.8484090836245194 0.00043642557084086784
 0.0004385831133834994 0.0052275505771314955 0.005455247071643042
 0.0003299365896063809 0.0014263484215233375 0.0002677415628858305
 0.0003432902122447181]",Removed
Validation Data,Pedestrian Total,Not Scaled,Pandas,0.1,53068178.980130345,5970.453214281261,-2.0409960885312275,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.5,84993.55323223687,203.3365310563686,0.9962498310231468,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10257796881674695 0.02196520824514748 0.04613670562693438
 0.0018143856602712638 0.008543509895774888 0.0024889125126157535
 0.0009640668157947586 0.0015671333083274413 0.000553929620486352
 0.00883633707300514 0.0012561598080576557 0.0010665976175596968
 0.0019251521988337835 0.001999877815403586 0.0013336463918270129
 0.006102376105944262 0.7686833243426829 0.0004012438802627918
 0.00038776911645693095 0.0061300095157108755 0.006305600367100844
 0.00028452643004292267 0.0075463785146451514 0.00025412294566232044
 0.0008750573747047044]",Removed
Test,Pedestrian Total,Standard,KNN,0.5,959676.1009306615,680.0158325049736,0.9192525668854522,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10257796881674695 0.02196520824514748 0.04613670562693438
 0.0018143856602712638 0.008543509895774888 0.0024889125126157535
 0.0009640668157947586 0.0015671333083274413 0.000553929620486352
 0.00883633707300514 0.0012561598080576557 0.0010665976175596968
 0.0019251521988337835 0.001999877815403586 0.0013336463918270129
 0.006102376105944262 0.7686833243426829 0.0004012438802627918
 0.00038776911645693095 0.0061300095157108755 0.006305600367100844
 0.00028452643004292267 0.0075463785146451514 0.00025412294566232044
 0.0008750573747047044]",Removed
Validation Data,Pedestrian Total,Standard,KNN,0.5,1841734.0383644358,975.4339509106289,0.8944620653201973,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.5,88761.48630427865,207.8682738493433,0.9960835785819172,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10008530249148287 0.013168679563375075 0.02716065389055697
 0.0025087211018697837 0.015775002008133775 0.0026646754458083287
 0.0010627487438403978 0.0020334188382020377 0.0005791006240830987
 0.008857696142500725 0.001275806218206232 0.001160076087080089
 0.002007204857279106 0.0022361979645664884 0.0016153830694274989
 0.006864872388782778 0.7882717978472761 0.00048735320609263465
 0.00048345818594103474 0.00700398243634951 0.0065887606221483545
 0.00029703033595372257 0.0065091007523361225 0.00026195544337966964
 0.0010410217353276166]",Removed
Test,Pedestrian Total,Standard,Pandas,0.5,1569209.5151304626,909.5281266402318,0.8679662437745087,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.10008530249148287 0.013168679563375075 0.02716065389055697
 0.0025087211018697837 0.015775002008133775 0.0026646754458083287
 0.0010627487438403978 0.0020334188382020377 0.0005791006240830987
 0.008857696142500725 0.001275806218206232 0.001160076087080089
 0.002007204857279106 0.0022361979645664884 0.0016153830694274989
 0.006864872388782778 0.7882717978472761 0.00048735320609263465
 0.00048345818594103474 0.00700398243634951 0.0065887606221483545
 0.00029703033595372257 0.0065091007523361225 0.00026195544337966964
 0.0010410217353276166]",Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.5,2042869.199778971,1057.3994569841275,0.8829363025960475,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.3,78414.67419599426,187.72813168281306,0.9963184268585704,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.044214858973694524 0.03865207963976325 0.03891413291466184
 0.002075395065501114 0.0077269829431895936 0.0033841228816679563
 0.0009037213652528509 0.0015855755205600587 0.00041285007983637555
 0.00413449793169462 0.0011758952064590713 0.0010476921854999364
 0.0019550498613635585 0.0018708519743675677 0.0012925944611355275
 0.005458350312281576 0.8278953562381987 0.0003340336253758563
 0.00033749497402469996 0.006474099563375693 0.006387288230213994
 0.0003182476182065458 0.0028716348700211043 0.00026544975852803526
 0.00031174380512598]",Removed
Test,Pedestrian Total,Standard,KNN,0.3,469886.8575913756,478.3988901443817,0.9598312519029447,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.044214858973694524 0.03865207963976325 0.03891413291466184
 0.002075395065501114 0.0077269829431895936 0.0033841228816679563
 0.0009037213652528509 0.0015855755205600587 0.00041285007983637555
 0.00413449793169462 0.0011758952064590713 0.0010476921854999364
 0.0019550498613635585 0.0018708519743675677 0.0012925944611355275
 0.005458350312281576 0.8278953562381987 0.0003340336253758563
 0.00033749497402469996 0.006474099563375693 0.006387288230213994
 0.0003182476182065458 0.0028716348700211043 0.00026544975852803526
 0.00031174380512598]",Removed
Validation Data,Pedestrian Total,Standard,KNN,0.3,1719218.6339693593,946.6148383401519,0.9014826353248653,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.3,89912.11706277754,205.25696286329386,0.9957786213019258,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.05165791989665819 0.01032869460096725 0.008139045468486872
 0.006965143088487358 0.030557208990534133 0.004883699574147026
 0.001272195116603807 0.0026587107257740605 0.0004946115735601617
 0.006168417576976565 0.0012870038943421898 0.0011399106940128835
 0.0020607165399300588 0.0021517435008189126 0.002069825425840604
 0.008499259751945832 0.8465164016544097 0.0004595920586968378
 0.0004612598967525167 0.0049478065923142045 0.004876195801690581
 0.00028008586658125257 0.0014504183374868982 0.000262330398974844
 0.0004118029740072585]",Removed
Test,Pedestrian Total,Standard,Pandas,0.3,973437.601758912,704.5879684034317,0.9167847127844992,RandomForest,"{'n_estimators': 1000, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}","[0.05165791989665819 0.01032869460096725 0.008139045468486872
 0.006965143088487358 0.030557208990534133 0.004883699574147026
 0.001272195116603807 0.0026587107257740605 0.0004946115735601617
 0.006168417576976565 0.0012870038943421898 0.0011399106940128835
 0.0020607165399300588 0.0021517435008189126 0.002069825425840604
 0.008499259751945832 0.8465164016544097 0.0004595920586968378
 0.0004612598967525167 0.0049478065923142045 0.004876195801690581
 0.00028008586658125257 0.0014504183374868982 0.000262330398974844
 0.0004118029740072585]",Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.3,1864037.803997265,1023.8520172998246,0.893183979933579,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,KNN,0.1,70464.85751935498,177.1455243949532,0.9964108262703822,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.040650821968278066 0.05266848040580621 0.08082916893467933
 0.0021363730447950414 0.004473117190040639 0.003700581752851976
 0.000947219575090137 0.0015265341879706442 0.000383643025124926
 0.0023629198463598327 0.0010566675811692775 0.0009498612287775517
 0.002019809795099487 0.0018395414442355295 0.0013216938174291475
 0.004823588726298767 0.7848103993923357 0.0003229861840902072
 0.00033426939234634204 0.00421462153425582 0.004294024412738355
 0.00024406467242435776 0.0036813160411403503 0.00017790499978885167
 0.0002303908468734671]",Removed
Test,Pedestrian Total,Standard,KNN,0.1,317874.13517368934,388.1001642809372,0.9740203126147738,RandomForest,"{'n_estimators': 2000, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.040650821968278066 0.05266848040580621 0.08082916893467933
 0.0021363730447950414 0.004473117190040639 0.003700581752851976
 0.000947219575090137 0.0015265341879706442 0.000383643025124926
 0.0023629198463598327 0.0010566675811692775 0.0009498612287775517
 0.002019809795099487 0.0018395414442355295 0.0013216938174291475
 0.004823588726298767 0.7848103993923357 0.0003229861840902072
 0.00033426939234634204 0.00421462153425582 0.004294024412738355
 0.00024406467242435776 0.0036813160411403503 0.00017790499978885167
 0.0002303908468734671]",Removed
Validation Data,Pedestrian Total,Standard,KNN,0.1,1993927.838308087,1028.0952785523273,0.8857408173101491,RandomForest,NA,NA,Removed
Train,Pedestrian Total,Standard,Pandas,0.1,90396.85969455152,209.94083623891643,0.9953955766678942,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.043642223699807456 0.008655013766143827 0.006631293290312604
 0.006586819905461509 0.03400451827280141 0.0064891847844701185
 0.0015794718801956772 0.0036692861761237986 0.0005308512300898169
 0.004540089436911688 0.0013793883617968026 0.0012311183817523173
 0.002493836970119216 0.0022581858560012766 0.0031721722937901433
 0.010640182320570242 0.8485194199904732 0.00043692948176364267
 0.0004287349719522932 0.005663905092275778 0.005144671014576922
 0.0003252392488380962 0.0013718779515445886 0.00026367430251244525
 0.00034191131971500417]",Removed
Test,Pedestrian Total,Standard,Pandas,0.1,923752.3583308088,694.7326416826368,0.9245022012323002,RandomForest,"{'n_estimators': 500, 'max_features': 'auto', 'max_depth': 20, 'bootstrap': True}","[0.043642223699807456 0.008655013766143827 0.006631293290312604
 0.006586819905461509 0.03400451827280141 0.0064891847844701185
 0.0015794718801956772 0.0036692861761237986 0.0005308512300898169
 0.004540089436911688 0.0013793883617968026 0.0012311183817523173
 0.002493836970119216 0.0022581858560012766 0.0031721722937901433
 0.010640182320570242 0.8485194199904732 0.00043692948176364267
 0.0004287349719522932 0.005663905092275778 0.005144671014576922
 0.0003252392488380962 0.0013718779515445886 0.00026367430251244525
 0.00034191131971500417]",Removed
Validation Data,Pedestrian Total,Standard,Pandas,0.1,1685701.895950188,972.6390069845728,0.9034032640552159,RandomForest,NA,NA,Removed
