TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
1996M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,47,
1996M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),145.3,
1996M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.6,
1996M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),244.1,
1996M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.1,
1996M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),395.2,
1996M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1996M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,150.35,
1996M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),511.34,
1996M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,317.32,
1996M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,435.80",
1996M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.91,
1996M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),198.37,
1996M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1996M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,74.2,
1996M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),222.3,
1996M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.5,
1996M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),267.1,
1996M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.6,
1996M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),370.7,
1996M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1996M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,143.61,
1996M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),493.37,
1996M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,324.06,
1996M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,497.82",
1996M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.62,
1996M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),238.09,
1996M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1996M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,58.7,
1996M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),183.3,
1996M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
1996M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),255.3,
1996M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.6,
1996M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),326.2,
1996M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1996M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,122.3,
1996M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),426.14,
1996M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,300.19,
1996M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,273.36",
1996M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.45,
1996M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),228.9,
1996M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1996M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1996M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,33,
1996M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),108.1,
1996M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,16.5,
1996M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),231.9,
1996M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.1,
1996M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),253.2,
1996M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1996M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,127.97,
1997M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),436.55,
1997M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,327.2,
1997M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,526.78",
1997M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.82,
1997M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),136.15,
1997M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.3,
1997M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),170.6,
1997M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.7,
1997M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),270.3,
1997M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.2,
1997M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),205.9,
1997M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,106.97,
1997M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),362.44,
1997M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,282.83,
1997M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,065.85",
1997M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.38,
1997M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),115.7,
1997M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,48,
1997M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),153.9,
1997M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.3,
1997M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),240.1,
1997M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,3.4,
1997M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),169.5,
1997M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,120.49,
1997M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),413.52,
1997M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,286.62,
1997M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,107.61",
1997M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.33,
1997M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),167.09,
1997M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,49.3,
1997M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),160.8,
1997M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.2,
1997M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),238.8,
1997M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.1,
1997M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),203.4,
1997M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,132.75,
1997M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),448,
1997M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,305.74,
1997M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,302.46",
1997M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,5.8,
1997M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),308.23,
1997M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,51.5,
1997M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),164.8,
1997M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.7,
1997M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),260.9,
1997M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.3,
1997M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),315.1,
1997M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,112.43,
1997M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),384.27,
1997M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,285.39,
1997M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,072.51",
1997M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.36,
1997M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),225.35,
1997M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45.2,
1997M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),143.9,
1997M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18.3,
1997M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),252.7,
1997M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.8,
1997M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),394,
1997M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,113.32,
1997M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),384.83,
1997M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,292.89,
1997M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,161.77",
1997M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.6,
1997M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),133.31,
1997M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,32.1,
1997M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),105.5,
1997M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.1,
1997M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),242.9,
1997M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.7,
1997M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),386.1,
1997M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,120.21,
1997M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),407.07,
1997M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,282.14,
1997M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,066.83",
1997M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.58,
1997M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),127.34,
1997M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,39.5,
1997M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),126.1,
1997M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,18,
1997M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),252.9,
1997M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8.7,
1997M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),436.3,
1997M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,106.01,
1997M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),363.45,
1997M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,265.07,
1997M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"2,895.12",
1997M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.42,
1997M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),124.41,
1997M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,42.1,
1997M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),130.6,
1997M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.3,
1997M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),240,
1997M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.4,
1997M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),370.4,
1997M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,125.48,
1997M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),432.99,
1997M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,302.49,
1997M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,293.03",
1997M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.07,
1997M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),159.44,
1997M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.4,
1997M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),174,
1997M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.2,
1997M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),268.4,
1997M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,8,
1997M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),399.5,
1997M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,139.42,
1997M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),480.85,
1997M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,315.38,
1997M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,394.38",
1997M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.96,
1997M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),202.92,
1997M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,57.7,
1997M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),178.8,
1997M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,20.1,
1997M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),275.9,
1997M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7,
1997M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),345.9,
1997M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,127.66,
1997M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),440.41,
1997M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,314.88,
1997M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,388.02",
1997M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.93,
1997M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),246.13,
1997M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.1,
1997M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),176.3,
1997M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.1,
1997M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),266.9,
1997M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.3,
1997M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),260.9,
1997M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,114.92,
1997M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),400.18,
1997M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,303.17,
1997M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,300.07",
1997M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,4.66,
1997M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),232.32,
1997M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1997M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1997M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,35.3,
1997M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),114.8,
1997M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.9,
1997M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),252.1,
1997M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.6,
1997M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),281.2,
1997M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1997M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,118.87,
1998M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),402.51,
1998M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,320.79,
1998M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,433.88",
1998M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.76,
1998M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),132,
1998M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,59.5,
1998M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),184.2,
1998M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.1,
1998M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),266,
1998M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.1,
1998M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),250.9,
1998M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,106.41,
1998M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),359.25,
1998M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,281.69,
1998M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,043.18",
1998M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2.27,
1998M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),109.61,
1998M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,51.9,
1998M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),164.7,
1998M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,17.8,
1998M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),249.7,
1998M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4,
1998M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),197.2,
1998M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,124.44,
1998M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),420.45,
1998M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,318.83,
1998M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,436.90",
1998M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3.35,
1998M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),152.74,
1998M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,58,
1998M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),184.9,
1998M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.6,
1998M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),274.9,
1998M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.4,
1998M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),270.1,
1998M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,111.59,
1998M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),379.78,
1998M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,294.2,
1998M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"3,161.90",
1998M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,7.73,
1998M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),395.08,
1998M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,:,
1998M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),:,
1998M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,55.5,
1998M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),179.7,
1998M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,19.5,
1998M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),274.5,
1998M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.5,
1998M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),325.3,
1998M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,:,
1998M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),:,
