TIME,GEO,MEAT,MEATITEM,UNIT,Value,Flag and Footnotes
2019M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,120.42",
2019M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,88,
2019M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),270,
2019M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,433,
2019M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,558.00",
2019M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3,
2019M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),138,
2019M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,134,
2019M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"60,573.00",
2019M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,51.71,
2019M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),156.34,
2019M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.9,
2019M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),282.3,
2019M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.66,
2019M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),244.94,
2019M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.68,
2019M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,131.55",
2019M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,91,
2019M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),277,
2019M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,429,
2019M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,520.00",
2019M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),97,
2019M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,138,
2019M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"61,506.00",
2019M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,52.97,
2019M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),157.65,
2019M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.5,
2019M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),298.36,
2019M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.85,
2019M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),272.42,
2019M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.65,
2019M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,401.77",
2019M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,71,
2019M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),222,
2019M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,398,
2019M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,212.00",
2019M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),85,
2019M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,127,
2019M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"57,219.00",
2019M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,48.51,
2019M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),142.45,
2019M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,22.48,
2019M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),257.68,
2019M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.8,
2019M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),231.3,
2019M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,11.91,
2019M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"7,940.38",
2019M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,90,
2019M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),276,
2019M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,432,
2019M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,606.00",
2019M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),79,
2019M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,138,
2019M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"62,842.00",
2019M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,55.93,
2019M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165.03,
2019M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.34,
2019M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),306.53,
2019M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.12,
2019M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),293.97,
2019M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,11.86,
2019M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"7,929.90",
2019M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,89,
2019M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),276,
2019M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,432,
2019M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,590.00",
2019M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),120,
2019M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,132,
2019M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"60,343.00",
2019M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,45.97,
2019M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),135.29,
2019M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.78,
2019M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),285.92,
2019M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.05,
2019M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),287.01,
2019M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.07,
2019M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,125.31",
2019M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,93,
2019M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),287,
2019M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,440,
2019M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,651.00",
2019M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),80,
2019M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,130,
2019M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,086.00",
2019M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,32.97,
2019M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),96.89,
2019M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.46,
2019M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),281.26,
2019M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.28,
2019M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),247.11,
2019M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.05,
2019M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,508.95",
2019M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103,
2019M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),320,
2019M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,468,
2019M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,906.00",
2019M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),88,
2019M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,137,
2019M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,425.00",
2019M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,61.82,
2019M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),177.95,
2019M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.2,
2019M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),297.59,
2019M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.69,
2019M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),311.09,
2019M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.84,
2019M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,319.77",
2019M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,111,
2019M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),334,
2019M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,460,
2019M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,816.00",
2019M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M11,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),88,
2019M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,132,
2019M11,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"57,342.00",
2019M11,Ireland,Bovine meat,Slaughterings,Thousand tonnes,59.89,
2019M11,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),176.01,
2019M11,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.29,
2019M11,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),296.16,
2019M11,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.12,
2019M11,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),281.07,
2019M11,Ireland,Poultry meat,Slaughterings,Thousand tonnes,14,
2019M11,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,387.06",
2019M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,89,
2019M12,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),273,
2019M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,414,
2019M12,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,366.00",
2019M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2019M12,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),110,
2019M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,128,
2019M12,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"54,757.00",
2019M12,Ireland,Bovine meat,Slaughterings,Thousand tonnes,48.25,
2019M12,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),143.41,
2019M12,Ireland,Pigmeat,Slaughterings,Thousand tonnes,23.68,
2019M12,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),269.88,
2019M12,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.81,
2019M12,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),267.98,
2019M12,Ireland,Poultry meat,Slaughterings,Thousand tonnes,17.11,
2019M12,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"7,930.12",
2020M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,100,
2020M01,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),299,
2020M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,470,
2020M01,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,891.00",
2020M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M01,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),77,
2020M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,139,
2020M01,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,963.00",
2020M01,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.11,
2020M01,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165.37,
2020M01,Ireland,Pigmeat,Slaughterings,Thousand tonnes,28.33,
2020M01,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),309.38,
2020M01,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.61,
2020M01,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),253.42,
2020M01,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.58,
2020M01,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,236.05",
2020M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,85,
2020M02,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),258,
2020M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,414,
2020M02,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,339.00",
2020M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M02,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),81,
2020M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,123,
2020M02,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"52,266.00",
2020M02,Ireland,Bovine meat,Slaughterings,Thousand tonnes,53.26,
2020M02,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),163.69,
2020M02,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.33,
2020M02,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),269.04,
2020M02,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.54,
2020M02,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),205.17,
2020M02,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.59,
2020M02,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,324.56",
2020M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,96,
2020M03,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),289,
2020M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,452,
2020M03,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,745.00",
2020M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M03,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),98,
2020M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,136,
2020M03,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"58,819.00",
2020M03,Ireland,Bovine meat,Slaughterings,Thousand tonnes,55.37,
2020M03,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),173.67,
2020M03,Ireland,Pigmeat,Slaughterings,Thousand tonnes,27.26,
2020M03,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),300.47,
2020M03,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.25,
2020M03,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),240.34,
2020M03,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.56,
2020M03,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,037.44",
2020M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,81,
2020M04,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),242,
2020M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,412,
2020M04,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,336.00",
2020M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3,
2020M04,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),127,
2020M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,135,
2020M04,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"60,924.00",
2020M04,Ireland,Bovine meat,Slaughterings,Thousand tonnes,40.86,
2020M04,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),122.7,
2020M04,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.39,
2020M04,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),291.19,
2020M04,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.69,
2020M04,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),219.92,
2020M04,Ireland,Poultry meat,Slaughterings,Thousand tonnes,15.92,
2020M04,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,548.46",
2020M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,76,
2020M05,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),222,
2020M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,402,
2020M05,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,210.00",
2020M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M05,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),104,
2020M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,134,
2020M05,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"58,886.00",
2020M05,Ireland,Bovine meat,Slaughterings,Thousand tonnes,42.99,
2020M05,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),126,
2020M05,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.08,
2020M05,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),264.33,
2020M05,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,4.81,
2020M05,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),229.29,
2020M05,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.3,
2020M05,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,778.83",
2020M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,88,
2020M06,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),261,
2020M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,405,
2020M06,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,251.00",
2020M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M06,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),93,
2020M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,134,
2020M06,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,392.00",
2020M06,Ireland,Bovine meat,Slaughterings,Thousand tonnes,56.62,
2020M06,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),165.54,
2020M06,Ireland,Pigmeat,Slaughterings,Thousand tonnes,26.84,
2020M06,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),297.25,
2020M06,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.86,
2020M06,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),281.71,
2020M06,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.87,
2020M06,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,563.75",
2020M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,88,
2020M07,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),262,
2020M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,410,
2020M07,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,296.00",
2020M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,3,
2020M07,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),141,
2020M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,136,
2020M07,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"61,292.00",
2020M07,Ireland,Bovine meat,Slaughterings,Thousand tonnes,58.38,
2020M07,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),172.1,
2020M07,Ireland,Pigmeat,Slaughterings,Thousand tonnes,27.89,
2020M07,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),311.85,
2020M07,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,7.06,
2020M07,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),346.45,
2020M07,Ireland,Poultry meat,Slaughterings,Thousand tonnes,16.05,
2020M07,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,543.86",
2020M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,85,
2020M08,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),256,
2020M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,422,
2020M08,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,409.00",
2020M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M08,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),98,
2020M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,126,
2020M08,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"56,438.00",
2020M08,Ireland,Bovine meat,Slaughterings,Thousand tonnes,52.32,
2020M08,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),151.42,
2020M08,Ireland,Pigmeat,Slaughterings,Thousand tonnes,24.94,
2020M08,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),277.04,
2020M08,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,5.11,
2020M08,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),247.28,
2020M08,Ireland,Poultry meat,Slaughterings,Thousand tonnes,12.81,
2020M08,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,547.04",
2020M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,94,
2020M09,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),283,
2020M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,437,
2020M09,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,564.00",
2020M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M09,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),92,
2020M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,134,
2020M09,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,643.00",
2020M09,Ireland,Bovine meat,Slaughterings,Thousand tonnes,55.63,
2020M09,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),160.85,
2020M09,Ireland,Pigmeat,Slaughterings,Thousand tonnes,27.59,
2020M09,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),306.51,
2020M09,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.31,
2020M09,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),298.87,
2020M09,Ireland,Poultry meat,Slaughterings,Thousand tonnes,13.36,
2020M09,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"8,748.34",
2020M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,103,
2020M10,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),311,
2020M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,432,
2020M10,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,468.00",
2020M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand tonnes,2,
2020M10,Germany (until 1990 former territory of the FRG),Sheepmeat,Slaughterings,Thousand heads (animals),92,
2020M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,138,
2020M10,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),"59,910.00",
2020M10,Ireland,Bovine meat,Slaughterings,Thousand tonnes,57.58,
2020M10,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),167.81,
2020M10,Ireland,Pigmeat,Slaughterings,Thousand tonnes,27.51,
2020M10,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),304.59,
2020M10,Ireland,Sheepmeat,Slaughterings,Thousand tonnes,6.13,
2020M10,Ireland,Sheepmeat,Slaughterings,Thousand heads (animals),285.34,
2020M10,Ireland,Poultry meat,Slaughterings,Thousand tonnes,16.5,
2020M10,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),"10,568.24",
2020M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,98,
2020M11,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),292,
2020M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,439,
2020M11,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),"4,507.00",
